Partita_IVA;Sede_o_UL;Forma_giuridica;Email;Data_iscrizione;Denominazione;Cap;Comune;Classe_addetti;Telefono;Attivita'_dichiarata;Codice_ateco_principale;Settore_livello_2;Indirizzo_corretto;URL;Keys;Has_contact_form;Available_translations;Facebook;Twitter;Linkedin;Youtube;Pinterest;Instagram
05279840283;UL;SOCIETA' IN NOME COLLETTIVO;;01/06/2020;BARBERI S.N.C. DI BERTON IVAN & C.;35010;VILLANOVA DI CAMPOSAMPIERO;0-2;;RISTORAZIONE CON SOMMINISTRAZIONE (DAL 25/06/2020);56.10.11;Ristoranti e attività di ristorazione mobile;VIA ROMA, 137, 35010 VILLANOVA DI CAMPOSAMPIERO PD;https://www.ristorantesensi.com/;piatti, ristorante, serate, ottimo, tema, mano, casa, locale, ricevere, villanova, camposampiero, piacere, pesce, fatti, dolci, carne, ivan, marco, cenare, gentile, roman, dino, sereno, gentili, respira, serate tema, villanova camposampiero, pesce carne, dolci fatti, fatti casa;;it;https://www.facebook.com/ristorantesensivillanova;;;;;https://www.instagram.com/ristorante.sensi/
04529080279;SEDE;IMPRESA INDIVIDUALE;;07/03/2019;BERTON ALESSANDRA;35011;CAMPODARSEGO;3-9;;BAR E ALTRI ESERCIZI SIMILI SENZA CUCINA, (DAL 23/03/2019);56.3;Bar e altri esercizi simili senza cucina;PIAZZA SANDRO PERTINI, 8-9, 35011 CAMPODARSEGO PD;;;;;;;;;;
04421990286;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;19/10/2009;BOLLICINE BAR SRL;35011;CAMPODARSEGO;0-2;;BAR.;56.3;Bar e altri esercizi simili senza cucina;VIA OLMO, 12, 35011 CAMPODARSEGO PD;;;;;;;;;;
04436830287;SEDE;SOCIETA' IN NOME COLLETTIVO;;28/01/2010;BOUTIQUE DEL FOLPO DI BOSELLO GIOVANNI & C. S.N.C.;35011;CAMPODARSEGO;10-49;;COMMERCIO SU AREE PUBBLICHE DI PESCE COTTO E COMUNQUE CONSERVATO, MOLLUSCHI E FOLPI COTTI E LA SOMMINISTRAZIONE (01/01/2010);56.10.42;Ristoranti e attività di ristorazione mobile;VIA PARPAIOLA, 19, 35011 CAMPODARSEGO PD;;;;;;;;;;
04809360284;SEDE;IMPRESA INDIVIDUALE;;17/06/2014;CALLEGARO ALESSIO;35011;CAMPODARSEGO;3-9;;SOMMINISTRAZIONE DI ALIMENTI E BEVANDE - BAR;56.3;Bar e altri esercizi simili senza cucina;VIA CALTANA, 152, 35011 CAMPODARSEGO PD;;;;;;;;;;
03434100289;UL;SOCIETA' IN ACCOMANDITA SEMPLICE;ALESSANDROCARIO@HOTMAIL.IT;13/05/2020;CAPRICCIO S.A.S. DI CARIO ALESSANDRO;35011;CAMPODARSEGO;0-2;;BAR (DAL 13/05/2020) E TABACCHERIA (DAL 14/05/2020);56.3;Bar e altri esercizi simili senza cucina;VIA ANTONIANA, 11, 35011 CAMPODARSEGO PD;;;;;;;;;;
04752390288;SEDE;IMPRESA INDIVIDUALE;;19/08/2013;CARRARO SIMONE;35011;CAMPODARSEGO;0-2;;SOMMINISTRAZIONE DI ALIMENTI E BEVANDE: BAR TRATTORIA;56.10.11;Ristoranti e attività di ristorazione mobile;VIA S. GIULIANO, 2, 35011 CAMPODARSEGO PD;;;;;;;;;;
02213840289;UL;IMPRESA INDIVIDUALE;;09/11/2018;CAVINATO ANTONIO;35011;CAMPODARSEGO;10-49;;PIZZERIA (DAL 09/11/2018);56.10.11;Ristoranti e attività di ristorazione mobile;VIA CALTANA, 171/1, 35011 CAMPODARSEGO PD;;;;;;;;;;
02499990287;SEDE;SOCIETA' IN ACCOMANDITA SEMPLICE;;06/12/1991;COLORADO S.A.S. DI MARCATO GIULIANA & C.;35012;CAMPOSAMPIERO;10-49;049/9301177;ALBERGHI;55.1;Alberghi e strutture simili;PIAZZA VITTORIA, 19, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
02499990287;UL;SOCIETA' IN ACCOMANDITA SEMPLICE;;04/05/1993;COLORADO S.A.S. DI MARCATO GIULIANA & C.;35012;CAMPOSAMPIERO;10-49;049/9301500;ALBERGO (DAL 04/05/1993);55.1;Alberghi e strutture simili;VIA BORGO PADOVA, 114, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
02499990287;UL;SOCIETA' IN ACCOMANDITA SEMPLICE;;11/11/2003;COLORADO S.A.S. DI MARCATO GIULIANA & C.;35012;CAMPOSAMPIERO;10-49;;ALBERGO SENZA RISTORAZIONE (DAL 11/11/2003);55.1;Alberghi e strutture simili;VIA BORGO TRENTO TRIESTE, 57/B, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
02499990287;UL;SOCIETA' IN ACCOMANDITA SEMPLICE;;19/01/2006;COLORADO S.A.S. DI MARCATO GIULIANA & C.;35011;CAMPODARSEGO;10-49;;ALBERGO (DAL 19/01/2006);55.1;Alberghi e strutture simili;;;;;;;;;;;
04472530288;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA CON UNICO SOCIO;;13/04/2010;COMPAGNIA DEL GUSTO S.R.L.;35011;CAMPODARSEGO;10-49;;RISTORANTE;56.10.11;Ristoranti e attività di ristorazione mobile;VIA BASSA II, 18, 35011 CAMPODARSEGO PD;https://www.osteriemoderne.it/;moderne, osterie, eventi, ristorante, vini, anniversario, campodarsego, carta, pizzeria, legna, forno, prossimi, degustazioni, conoscere, desidera, rinfresco, organizza, vorresti, gastronomici, meeting, osteriemoderne, indica, videos, rimanere, veneto, osterie moderne, forno legna, eventi gastronomici, conoscere prossimi, desidera rinfresco;False;it;#social-drawer-social-facebook;;;https://www.youtube.com/watch?v=_5nOHNqwgTk;;
04344260288;SEDE;SOCIETA' IN NOME COLLETTIVO;;12/12/2008;CUGINIDIVINI SNC DI MASCHERA DANIEL & C;35011;CAMPODARSEGO;0-2;;BAR E ALTRI ESERCIZI SENZA CUCINA, PUBBLICO ESERCIZIO.;56.3;Bar e altri esercizi simili senza cucina;VIA BOLIVIA, 5, 35011 CAMPODARSEGO PD;;;;;;;;;;
03765540285;SEDE;SOCIETA' IN NOME COLLETTIVO;;21/10/2002;DISCOVERY S.N.C. DI CAVINATO ANTONIO & C.;35011;CAMPODARSEGO;3-9;;BAR E ALTRI ESERCIZI SIMILI SENZA CUCINA;56.3;Bar e altri esercizi simili senza cucina;VIA CALTANA, 163, 35011 CAMPODARSEGO PD;;;;;;;;;;
03765540285;UL;SOCIETA' IN NOME COLLETTIVO;;06/06/2018;DISCOVERY S.N.C. DI CAVINATO ANTONIO & C.;35011;CAMPODARSEGO;3-9;;BAR E ALTRI ESERCIZI SIMILI SENZA CUCINA (DAL 06/06/2018).;56.3;Bar e altri esercizi simili senza cucina;VIA CALTANA, 173, 35011 CAMPODARSEGO PD;;;;;;;;;;
04282180274;SEDE;IMPRESA INDIVIDUALE;;05/02/2015;DOGMA DI SPATALINO LUIGI;35011;CAMPODARSEGO;10-49;;RISTORAZIONE SENZA SOMMINISTRAZIONE CON PREPARAZIONE DI CIBI DA ASPORTO.;56.10.2;Ristoranti e attività di ristorazione mobile;VIA BASSA PRIMA, 36G, 35011 CAMPODARSEGO PD;;;;;;;;;;
04284870278;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;15/04/2015;DOLCEZZE E FRIVOLEZZE S.R.L.;35011;CAMPODARSEGO;;;PASTICCERIA E BAR, COMMERCIO AL MINUTO DI GELATI, DOLCIUMI, PASTICCERIA E CONFETTERIA (DAL 15/04/2015);56.10.3;Ristoranti e attività di ristorazione mobile;VIA ROMA, 7, 35011 CAMPODARSEGO PD;;;;;;;;;;
05426530282;SEDE;IMPRESA INDIVIDUALE;;12/01/2022;EATEAM STREET FOOD DI CHECCHIN FEDERICA;35010;BORGORICCO;;;RISTORAZIONE AMBULANTE;56.10.42;Ristoranti e attività di ristorazione mobile;VIA FRATTA, 7/A, 35010 BORGORICCO PD;;;;;;;;;;
05089600281;SEDE;SOCIETA' IN ACCOMANDITA SEMPLICE;;13/10/2017;EL DIABLO SAS DI CHEN ALEX BEN;35011;CAMPODARSEGO;0-2;;ESERCIZIO DI SOMMINISTRAZIONE DI ALIMENTI E BEVANDE: BAR E CAFFE';56.3;Bar e altri esercizi simili senza cucina;VIA OLMO, 42, 35011 CAMPODARSEGO PD;;;;;;;;;;
05227610283;SEDE;IMPRESA INDIVIDUALE;;08/07/2019;ENOTECA LA MAGNUM DI MONTERO AVILA KIMBERLY MARIA;35011;CAMPODARSEGO;0-2;;ENOTECA BAR E ALTRI ESERCIZI SIMILI SENZA CUCINA;56.3;Bar e altri esercizi simili senza cucina;VIA ANTONIANA, 179, 35011 CAMPODARSEGO PD;;;;;;;;;;
04935540288;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;16/11/2015;EXSENSE BAR S.R.L.;35011;CAMPODARSEGO;0-2;;BAR E ALTRI ESERCIZI SIMILI SENZA CUCINA;56.3;Bar e altri esercizi simili senza cucina;VIA BASSA PRIMA, 36/B, 35011 CAMPODARSEGO PD;;;;;;;;;;
00524341203;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;17/01/2014;FELSINEA RISTORAZIONE S.R.L.;35011;CAMPODARSEGO;;;MENSA INTERNA (DAL 17/01/2014);56.29.1;Fornitura di pasti preparati (catering e mense);VIA OLMO, 37, 35011 CAMPODARSEGO PD;https://www.felsinea.it/ita/;felsinea, ristorazione, arrow, obbligatoria, isola, service, food, delivery, logomark, whatsapp, trova, marker, slider, left, comunicazione, partner, marketing, terzi, reno, autocandidatura, atmosfera, calderara, aperte, dipendenti, posizioni, felsinea ristorazione, food delivery, service partner, terzi marketing, felsinea service;True;en, it;https://www.facebook.com/FelsineaRistorazione/;;https://www.linkedin.com/company/8537181/;;;https://www.instagram.com/felsinearistorazione/
03937140287;SEDE;SOCIETA' IN NOME COLLETTIVO;;28/07/2004;F.LLI STEFAN S.N.C. DI STEFAN MASSIMILIANO E SABRINA;35011;CAMPODARSEGO;0-2;;;56.3;Bar e altri esercizi simili senza cucina;VIA BOSCO I, 27, 35011 CAMPODARSEGO PD;;;;;;;;;;
00826890287;SEDE;IMPRESA INDIVIDUALE;GRIGGIO.PATRIZIO@PEC.IT;18/07/1979;GRIGGIO PATRIZIO;35011;CAMPODARSEGO;0-2;049/5566313;ATTIVITA': BAR (DAL 30.6.1979);56.3;Bar e altri esercizi simili senza cucina;VIA KENNEDY, 7, 35011 CAMPODARSEGO PD;;;;;;;;;;
04103860286;SEDE;SOCIETA' IN NOME COLLETTIVO;;07/04/2006;HAPPY BOX 2 S.N.C. DI BELLANCA DARIO & FASOLATO MANUELA;35011;CAMPODARSEGO;3-9;;;56.10.2;Ristoranti e attività di ristorazione mobile;VIA FOFFANI, 28, 35011 CAMPODARSEGO PD;https://www.happybox2.it/;mozzarella, mozz, doppia, disp, pom, happy, box, carrello, allergeni, allergie, intolleranze, pomodoro, bianca, kamut, integrale, ingredienti, lattosio, pasta, supplementi, poca, aggiungere, partire, normale, mignon, formato, pom mozz, happy box, allergie intolleranze, poca mozzarella, doppia pasta;;en, it;https://www.facebook.com/happybox2;;;;;
04822810281;SEDE;SOCIETA' IN NOME COLLETTIVO;;23/06/2014;HARDY S.N.C. DI ZANIN ENRICO & C.;35011;CAMPODARSEGO;3-9;;SOMMINISTRAZIONE DI ALIMENTI E BEVANDE - RISTORANTE;56.10.11;Ristoranti e attività di ristorazione mobile;VIA ANTONIANA, 236/3, 35011 CAMPODARSEGO PD;;;;;;;;;;
04226610287;SEDE;SOCIETA' IN NOME COLLETTIVO;;03/08/2007;IL GELATONE S.N.C. DI BUSETTI LUCA & C.;35011;CAMPODARSEGO;3-9;;GELATERIA CON PRODUZIONE PROPRIA DI GELATO (DAL 23/02/2008);56.10.3;Ristoranti e attività di ristorazione mobile;VIA BASSA PRIMA, 315, 35011 CAMPODARSEGO PD;;;;;;;;;;
05375060281;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;;23/04/2021;LA FENICE SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;35011;CAMPODARSEGO;3-9;;;56.10.11;Ristoranti e attività di ristorazione mobile;VIA BARUCHELLA, 3/A, 35011 CAMPODARSEGO PD;;;;;;;;;;
05171230286;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;06/11/2018;LA PALAZZINA S.R.L.;35011;CAMPODARSEGO;0-2;;ALBERGO;55.1;Alberghi e strutture simili;VIA ANTONIANA, 236/3, 35011 CAMPODARSEGO PD;;;;;;;;;;
04732810280;SEDE;IMPRESA INDIVIDUALE;;03/05/2013;L'ARTE DEL GUSTO DI SALVO LUIGI;35011;CAMPODARSEGO;0-2;;GELATERIA E PASTICCERIA: PRODUZIONE E RELATIVA VENDITA;56.10.3;Ristoranti e attività di ristorazione mobile;VIA ROMA, 48, 35011 CAMPODARSEGO PD;;;;;;;;;;
05158880285;SEDE;IMPRESA INDIVIDUALE;;13/09/2018;LIEVITERIA DI VOLPATO ILENIA;35011;CAMPODARSEGO;3-9;;PIZZERIA PER ASPORTO;56.10.2;Ristoranti e attività di ristorazione mobile;VIA CALTANA, 153-155, 35011 CAMPODARSEGO PD;;;;;;;;;;
02517630287;SEDE;IMPRESA INDIVIDUALE;;16/04/1992;LO CHEF DI SCHIAVO VALTER;35011;CAMPODARSEGO;0-2;049/9200790;LAVORAZIONE E PRODUZIONE DI ROSTICCERIA, GASTRONOMIA, PIZZA AL TAGLIO, LAVORAZIONE PRODOTTI ALIMENTARI (DAL 04.04.1994);56.1;Ristoranti e attività di ristorazione mobile;VIA ANTONIANA, 220/N, 35011 CAMPODARSEGO PD;;;;;;;;;;
05389220285;SEDE;SOCIETA' IN NOME COLLETTIVO;;21/06/2021;LULI SNC DI PETRINA CRISTINA URSU & C.;35011;CAMPODARSEGO;0-2;;PRODUZONE DI PRODOTTI DI GELATERIA DA ASPORTO;56.10.3;Ristoranti e attività di ristorazione mobile;PIAZZA SANDRO PERTINI, 3, 35011 CAMPODARSEGO PD;;;;;;;;;;
03989460286;UL;SOCIETA' IN NOME COLLETTIVO;;07/04/2005;M.A.P. SNC DI CALLEGARO ALESSIO E CARRARO DEVIS;35011;CAMPODARSEGO;0-2;;BAR;56.3;Bar e altri esercizi simili senza cucina;VIA CALTANA, 152, 35011 CAMPODARSEGO PD;;;;;;;;;;
03392710285;SEDE;SOCIETA' IN NOME COLLETTIVO;;16/02/1999;MASETTO MARCO E LONGHIN ROMINA S.N.C.;35011;CAMPODARSEGO;3-9;049/5566164;PREPARAZIONE E FORNITURA AL PUBBLICO DI PIZZE PER ASPORTO (DAL 16.05.1999) COMMERCIO AL MINUTO DI BEVANDE E ALTRI ALIMENTI PRECONFEZIONATI (DAL 13/11/20 10);56.10.2;Ristoranti e attività di ristorazione mobile;PIAZZA PERTINI, 5, 35011 CAMPODARSEGO PD;https://www.aidoforni.it/;mozz, pom, pizze, latte, fior, speck, funghi, prosciutto, pomodoro, peperoni, brie, speciali, grana, melanzane, olive, gorgonzola, asparagi, porcini, cotto, zucchine, spinaci, tonno, vegetariane, radicchio, invernali, pom mozz, mozz pom, fior latte, pomodoro fior, prosciutto cotto;True;it;https://www.facebook.com/aidofornipizzeria-104086674805485;;;;;https://www.instagram.com/aidofornipizzeria/
02008700284;SEDE;SOCIETA' IN NOME COLLETTIVO;;13/11/1985;MAX MUSIC PUB S.N.C. DI BROTTO MAURO E C.;35011;CAMPODARSEGO;3-9;049/5564259;ATTIVITA' ESERCITATA: BAR, TRATTORIA (DAL 27.9.1985).;56.3;Bar e altri esercizi simili senza cucina;VIA MARCONI, 41, 35011 CAMPODARSEGO PD;https://www.maxmusicpub.it/;pub, music, birreria, pizze, pizzeria, mybusiness, birre, brotto, maxmusicpub, mauro, speciali, sviluppi, ultimi, rimani, aggiornato, sitemap, cucina, offerte, tavolo, ricevi, compagnia, forno, gusti, tagliere, generazione, music pub, brotto mauro, pub brotto, ultimi sviluppi, offerte speciali;True;it;https://www.facebook.com;https://www.twitter.com;;;;
01473710281;SEDE;SOCIETA' IN ACCOMANDITA SEMPLICE;;01/04/1988;NALIN TRADIZIONE E CUCINA S.A.S. DI NALIN DENIS E NICOLA;35011;CAMPODARSEGO;3-9;049/5564177;TRATTORIA (DAL 9.5.1989);56.10.11;Ristoranti e attività di ristorazione mobile;VIA BASSA PRIMA, 119, 35011 CAMPODARSEGO PD;https://www.trattorianalin.com/;nalin, ristorante, trattoria, cucina, tradizione, vini, cerimonie, carta, campodarsego, bassa, trattamento, passione, apertura, domenica, griglia, tagliata, map, benvenuti, veneta, migliorare, visitate, ferri, comunicazione, piatti, nicola, trattoria nalin, tradizione cucina, carta vini, nalin tradizione, bassa campodarsego;True;it;https://www.facebook.com/trattoriaNalin1913/;;;;;http://instagram.com/trattorianalin1913
05058390286;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;26/04/2017;NAUTILUS S.R.L.;35011;CAMPODARSEGO;3-9;;;56.10.11;Ristoranti e attività di ristorazione mobile;VIA BARUCCHELLA, 3/A, 35011 CAMPODARSEGO PD;;;;;;;;;;
04300600287;SEDE;IMPRESA INDIVIDUALE;;27/05/2008;PIZZERIA OASI DI TISO GRAZIA;35011;CAMPODARSEGO;3-9;; PIZZERIA DA ASPORTO (DAL 08/05/2008);56.10.2;Ristoranti e attività di ristorazione mobile;VIA A. MORO, 8, 35011 CAMPODARSEGO PD;;;;;;;;;;
03207620281;SEDE;IMPRESA INDIVIDUALE;;16/04/2004;PIZZERIA TAZMANIA DI SCHIAVON GIULIANA;35011;CAMPODARSEGO;3-9;; PIZZERIA PER ASPORTO (DAL 01.04.2004);56.10.2;Ristoranti e attività di ristorazione mobile;VIA ANTONIANA, 118, 35011 CAMPODARSEGO PD;;;;;;;;;;
04887010280;SEDE;IMPRESA INDIVIDUALE;;23/04/2015;QUID DI CARRARO DORIANO;35011;CAMPODARSEGO;3-9;;RISTORAZIONE CON SOMMINISTRAZIONE;56.10.11;Ristoranti e attività di ristorazione mobile;VIA ANTONIANA, 218/A, 35011 CAMPODARSEGO PD;https://quid-bar.it/;campodarsego, bar, quid, chiama, antoniana, cena, aperitivo, doriano, contact, prosegui, tramonto, alba, touch, carraro, prenota, opening, tavolo, quattro, address, differenti, chiuso, domenica, hours, vieni, innovativo, quid bar, antoniana campodarsego, bar carraro, opening hours, carraro doriano;;it;https://www.facebook.com/Quid-Bar-103818088479615;;;;;https://www.instagram.com/quid_bar/?hl=it
02528140284;UL;SOCIETA' IN NOME COLLETTIVO;;15/09/1992;RAVAZZOLO AMELIA S.N.C.;35011;CAMPODARSEGO;0-2;;BAR (DAL 15/09/1992);56.3;Bar e altri esercizi simili senza cucina;VIA OLMO, 65, 35011 CAMPODARSEGO PD;;;;;;;;;;
04692590286;SEDE;SOCIETA' IN NOME COLLETTIVO;;19/12/2012;RI.FRA SNC DI PITARO RICCARDO & C.;35011;CAMPODARSEGO;0-2;;;56.3;Bar e altri esercizi simili senza cucina;VIA W.A. MOZART, 43, 35011 CAMPODARSEGO PD;;;;;;;;;;
02271370286;SEDE;SOCIETA' IN NOME COLLETTIVO;;28/03/1989;RISTORANTE PIZZERIA DA GIOVANNI DI FILIPPI MASSIMILIANO E C. S.N.C.;35012;CAMPOSAMPIERO;3-9;;;56.10.11;Ristoranti e attività di ristorazione mobile;PIAZZA VITTORIA, 12, 35012 CAMPOSAMPIERO PD;https://www.ristorantedagiovanni.it/;ristorante, campodarsego, trattamento, entrate, padova, ordinazioni, filippi, cassa, massimiliano, toni, corso, ordine, pizzeria, migliorare, credito, aperto, compensazione, wa, visitate, cucina, registratore, card, estivo, tavola, gift, ristorante campodarsego, campodarsego padova, credito registratore, giardino estivo, ristorante pizzeria;;it;https://www.facebook.com/RistoranteDaGiovanniCampodarsego/;;https://www.linkedin.com/company/ristorante-da-giovanni-campodarsego/;https://www.youtube.com/channel/UCiqBqeKZuSj3AC4G4DOvV2w/videos;;#instagram
02271370286;UL;SOCIETA' IN NOME COLLETTIVO;;28/03/1989;RISTORANTE PIZZERIA DA GIOVANNI DI FILIPPI MASSIMILIANO E C. S.N.C.;35011;CAMPODARSEGO;3-9;;RISTORANTE, PIZZERIA E BAR (DAL 22/6/1989).;56.10.11;Ristoranti e attività di ristorazione mobile;VIA DE TONI, 22, 35011 CAMPODARSEGO PD;https://www.ristorantedagiovanni.it/;ristorante, campodarsego, trattamento, entrate, padova, ordinazioni, filippi, cassa, massimiliano, toni, corso, ordine, pizzeria, migliorare, credito, aperto, compensazione, wa, visitate, cucina, registratore, card, estivo, tavola, gift, ristorante campodarsego, campodarsego padova, credito registratore, giardino estivo, ristorante pizzeria;;it;https://www.facebook.com/RistoranteDaGiovanniCampodarsego/;;https://www.linkedin.com/company/ristorante-da-giovanni-campodarsego/;https://www.youtube.com/channel/UCiqBqeKZuSj3AC4G4DOvV2w/videos;;#instagram
00503050288;SEDE;SOCIETA' IN NOME COLLETTIVO;;29/05/1995;RIVIERA S.N.C. DI BONALDO RUDI E C.;35011;CAMPODARSEGO;0-2;049/5790209;PRESTAZIONE DI SERVIZI QUALI PRAPARAZIONE PIATTI, GUARNIZIONE DEGLI STESSI E GESTIONE DEGLI APPROVVIGIONAMENTI, PRESSO COMMITTENTI AUTORIZZATI, (DAL 12/03/2020);56.3;Bar e altri esercizi simili senza cucina;VIA S. NICOLO', 4, 35011 CAMPODARSEGO PD;;;;;;;;;;
05096680284;SEDE;IMPRESA INDIVIDUALE;;03/01/2018;RIZZIOLI DONATELLA;35011;CAMPODARSEGO;0-2;;RISTORAZIONE CON SOMMINISTRAZIONE (ATTIVITA' SVOLTA PRESSO UNITA' LOCALE);56.10.11;Ristoranti e attività di ristorazione mobile;VIA CALTANA, 55, 35011 CAMPODARSEGO PD;;;;;;;;;;
05096680284;UL;IMPRESA INDIVIDUALE;;21/11/2017;RIZZIOLI DONATELLA;35010;LOREGGIA;0-2;; RISTORAZIONE CON SOMMINISTRAZIONE (DAL 21/11/2017);56.10.11;Ristoranti e attività di ristorazione mobile;VIA ROMA, 24, 35010 LOREGGIA PD;;;;;;;;;;
01904680285;SEDE;IMPRESA INDIVIDUALE;;18/12/1984;SARTI LINA;35011;CAMPODARSEGO;0-2;049/5564508;PREPARAZIONE PESCE COTTO;56.10.2;Ristoranti e attività di ristorazione mobile;VIA BOTTE, 23, 35011 CAMPODARSEGO PD;;;;;;;;;;
02639410287;SEDE;SOCIETA' IN NOME COLLETTIVO;;24/11/1995;STOP AND GO DI SCANTAMBURLO M. E PERUZZO G. S.N.C.;35011;CAMPODARSEGO;0-2;;BAR- PANINOTECA (DAL 26/05/1996);56.3;Bar e altri esercizi simili senza cucina;PIAZZA PERTINI, 18, 35011 CAMPODARSEGO PD;;;;;;;;;;
04958280283;SEDE;IMPRESA INDIVIDUALE;;02/02/2016;TEKY PIZZERIA KEBAB DI MAHMUT YAGBASAN;35011;CAMPODARSEGO;0-2;;RISTORAZIONE SENZA SOMMINISTRAZIONE CON PREPARAZIONE DI CIBI DA ASPORTO ULTERIORI SPECIFICHE: PREPARAZIONE DI KEBAB PER ASPORTO (ESERCITATA PRESSO L'UNITA' LOCALE);56.10.2;Ristoranti e attività di ristorazione mobile;VIA BASSA PRIMA, 243, 35011 CAMPODARSEGO PD;;;;;;;;;;
04958280283;UL;IMPRESA INDIVIDUALE;;19/02/2016;TEKY PIZZERIA KEBAB DI MAHMUT YAGBASAN;35011;CAMPODARSEGO;0-2;;RISTORAZIONE SENZA SOMMINISTRAZIONE CON PREPARAZIONE DI CIBI DA ASPORTO ULTERIORI SPECIFICHE: PREPARAZIONE DI KEBAB PER ASPORTO (DAL 19/02/2016);56.10.2;Ristoranti e attività di ristorazione mobile;VIA ANTONIANA, 179, 35011 CAMPODARSEGO PD;;;;;;;;;;
04836320285;SEDE;SOCIETA' IN ACCOMANDITA SEMPLICE;;23/03/2015;TRATTORIA LA CAMPAGNOLA S.A.S. DI FOGLIA CRISTIANA & C.;35011;CAMPODARSEGO;3-9;;RISTORAZIONE CON SOMMINISTRAZIONE;56.10.11;Ristoranti e attività di ristorazione mobile;VIA BAZZATI, 12-14, 35011 CAMPODARSEGO PD;;;;;;;;;;
04616660280;SEDE;IMPRESA INDIVIDUALE;;07/05/2012;VAN DE CASTEL SABRINA;35011;CAMPODARSEGO;0-2;;LABORATORIO DI GELATERIA E CIOCCOLATERIA;56.10.3;Ristoranti e attività di ristorazione mobile;VIA ANTONIANA, 220L, 35011 CAMPODARSEGO PD;;;;;;;;;;
05240970284;SEDE;IMPRESA INDIVIDUALE;ANDRIGONICOLETTA1@GMAIL.COM;29/01/2016;VENERE DI NICOLETTA ANDRIGO;35011;CAMPODARSEGO;0-2;;RISTORAZIONE CON SOMMINISTRAZIONE;56.10.11;Ristoranti e attività di ristorazione mobile;VIA ANTONIANA, 230/232, 35011 CAMPODARSEGO PD;;;;;;;;;;
04690440286;SEDE;SOCIETA' IN ACCOMANDITA SEMPLICE;;03/12/2012;VINTAGE03 S.A.S. DI TRAMARIN DARIO & C.;35011;CAMPODARSEGO;0-2;;SOMMINISTRAZIONE DI ALIMENTI E BEVANDE: RISTORANTE, BAR;56.10.11;Ristoranti e attività di ristorazione mobile;PIAZZA S. PERTINI, 17/3, 35011 CAMPODARSEGO PD;;;;;;;;;;
05457190287;SEDE;IMPRESA INDIVIDUALE;;19/04/2022;VOLPATO CARLA;35011;CAMPODARSEGO;;;RISTORAZIONE SENZA SOMMINISTRAZIONE CON PREPARAZIONE DI CIBI DA ASPORTO;56.10.2;Ristoranti e attività di ristorazione mobile;VIA ANTONIANA, 218 B, 35011 CAMPODARSEGO PD;;;;;;;;;;
04586050280;SEDE;IMPRESA INDIVIDUALE;;12/09/2011;VOLPATO DANIELE;35011;CAMPODARSEGO;3-9;;PIZZERIA E FRIGGITTORIA PER ASPORTO (DAL 9.11.2011);56.10.2;Ristoranti e attività di ristorazione mobile;VIA CALTANA, 183, 35011 CAMPODARSEGO PD;;;;;;;;;;
04438200281;SEDE;SOCIETA' IN ACCOMANDITA SEMPLICE;;14/01/2010;VOLPATO TARCISIO SAS DI VOLPATO PATRIZIA & C.;35011;CAMPODARSEGO;;;COMMERCIO SU AREE PUBBLICHE ITINERANTE DI PRODOTTI ALIMENTARI E NON ALIMENTARI CON SOMMINISTRAZIONE.;56.10.42;Ristoranti e attività di ristorazione mobile;VIA BASSA PRIMA, 132, 35011 CAMPODARSEGO PD;;;;;;;;;;
05099570284;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;;13/12/2017;WADY SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;35011;CAMPODARSEGO;10-49;;PRODUZIONE DI PIZZA PER ASPORTO SENZA SOMMINISTRAZIONE;56.10.2;Ristoranti e attività di ristorazione mobile;VIA CALTANA, 44, 35011 CAMPODARSEGO PD;;;;;;;;;;
05099570284;UL;SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;;20/02/2018;WADY SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;35010;SANTA GIUSTINA IN COLLE;10-49;;PRODUZIONE DI PIZZA PER ASPORTO SENZA SOMMINISTRAZIONE ( DAL 20/02/2018);56.10.2;Ristoranti e attività di ristorazione mobile;PIAZZA MARTIRI, 18, 35010 SANTA GIUSTINA IN COLLE PD;;;;;;;;;;
05099570284;UL;SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;;20/02/2018;WADY SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;35010;SANTA GIUSTINA IN COLLE;10-49;;PRODUZIONE DI PIZZA PER ASPORTO SENZA SOMMINISTRAZIONE ( DAL 20/02/2018);56.10.2;Ristoranti e attività di ristorazione mobile;;;;;;;;;;;
