Partita_IVA;Sede_o_UL;Forma_giuridica;Email;Data_iscrizione;Denominazione;Cap;Comune;Classe_addetti;Telefono;Attivita'_dichiarata;Codice_ateco_principale;Settore_livello_2;Indirizzo_corretto;URL;Keys;Has_contact_form;Available_translations;Facebook;Twitter;Linkedin;Youtube;Pinterest;Instagram
01073520288;SEDE;IMPRESA INDIVIDUALE;;13/08/1982;SCAPIN GIANNA;35011;CAMPODARSEGO;3-9;049/5564854;PARRUCCHIERA PER SIGNORA (DAL 25.6.1982);96.02.01;Altre attività di servizi;PIAZZA SAN MARTINO, 3, 35011 CAMPODARSEGO PD;;;;;;;;;;
00164510281;SEDE;SOCIETA' IN NOME COLLETTIVO;;16/05/1994;SERENA S.N.C. DI BELLON OSCAR & C.;35010;SAN GIORGIO DELLE PERTICHE;0-2;049/9201262;;93.29.3;Attività artistiche, sportive, di intrattenimento e divertimento;VIA MARGARISE, 13, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
00164510281;UL;SOCIETA' IN NOME COLLETTIVO;;01/05/1994;SERENA S.N.C. DI BELLON OSCAR & C.;35011;CAMPODARSEGO;0-2;049/9201262;GESTIONE SALA BILIARDO (DAL 1.5.1994). BAR (DAL 01/02/2008);93.29.3;Attività artistiche, sportive, di intrattenimento e divertimento;VIA ANTONIANA, 218/C/2, 35011 CAMPODARSEGO PD;;;;;;;;;;
02211390287;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;25/10/1988;SOCIETA' SPORTIVA DILETTANTISTICA GABBIANO S.R.L. IN LIQUIDAZIONE;35011;CAMPODARSEGO;3-9;049/5564677;PALESTRA (DAL 09.06.1989).;93.13;Attività artistiche, sportive, di intrattenimento e divertimento;VIA OLMO, 12, 35011 CAMPODARSEGO PD;;;;;;;;;;
05156990284;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;06/08/2018;STAND UP SOCIETA' SPORTIVA DILETTANTISTICA A RESPONSABILITA' LIMI TATA;35011;CAMPODARSEGO;0-2;;ESERCIZIO E ORGANIZZAZIONE DI ATTIVITA' SPORTIVE DILETTANTISTICHE, COMPRESA L'ATTIVITA' DIDATTICA (DAL 14/09/2018);93.13;Attività artistiche, sportive, di intrattenimento e divertimento;VIA ANTONIANA, 220, 35011 CAMPODARSEGO PD;;;;;;;;;;
03356640288;SEDE;IMPRESA INDIVIDUALE;;13/05/1999;STUDIO ESTETICA OSTO BARBARA;35011;CAMPODARSEGO;3-9;049/9200027; ESTETISTA (DAL 23/03/1999),;96.02.02;Altre attività di servizi;VIA CALTANA, 68, 35011 CAMPODARSEGO PD;;;;;;;;;;
04179860285;SEDE;IMPRESA INDIVIDUALE;;13/06/2007;T'AIUTO IO LAVANDERIA SELF-SERVICE DI MENEGATI MARZIA;35011;CAMPODARSEGO;0-2;; LAVANDERIA A GETTONI SELF-SERVICE (DAL 06.06.2007);96.01.2;Altre attività di servizi;VIA VERDI, 97/A, 35011 CAMPODARSEGO PD;;;;;;;;;;
04769130289;SEDE;IMPRESA INDIVIDUALE;;11/12/2013;TAPPEZZERIA MOVISTAN DI STANCIU T. DANIEL;35011;CAMPODARSEGO;0-2;;CLASSIFICAZIONE ISTAT: LABORATORIO DI TAPPEZZERIA (DAL 18.11.2013);95.24.02;Altre attività di servizi;VIA CALTANA, 104, 35011 CAMPODARSEGO PD;;;;;;;;;;
03605480288;SEDE;IMPRESA INDIVIDUALE;;13/03/2001;WALTER DI  WALTER BORLIN;35011;CAMPODARSEGO;0-2;049/9200384; TAPPEZZIERE, POSA IN OPERA DI TENDAGGI, IMBOTTITURE E COPERTURE (DAL 01.02.2001);95.24.02;Altre attività di servizi;VIA ARZARI, 3, 35011 CAMPODARSEGO PD;;;;;;;;;;
04774500286;SEDE;SOCIETA' COOPERATIVA;;24/12/2013;WE CARE - SOCIETA' COOPERATIVA SOCIALE;35010;SAN GIORGIO DELLE PERTICHE;3-9;;SERVIZI RICREATIVI E DI DOPOSCUOLA;88.91;Sanità e assistenza sociale;VIA G.MOMI, 16/A, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
04774500286;UL;SOCIETA' COOPERATIVA;;07/01/2014;WE CARE - SOCIETA' COOPERATIVA SOCIALE;35010;SAN GIORGIO DELLE PERTICHE;3-9;;SERVIZI RICREATIVI E DI DOPOSCUOLA (DAL 07/01/2014);88.91;Sanità e assistenza sociale;VIA PUGNALIN VALSECCHI, 27, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
04774500286;UL;SOCIETA' COOPERATIVA;;28/06/2017;WE CARE - SOCIETA' COOPERATIVA SOCIALE;35011;CAMPODARSEGO;3-9;;PARCO GIOCHI (DAL 11.07.2017);93.21;Attività artistiche, sportive, di intrattenimento e divertimento;VIA MEUCCI, 29, 35011 CAMPODARSEGO PD;;;;;;;;;;
04597350281;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;04/11/2011;YOU & MOTION - SOCIETA' SPORTIVA DILETTANTISTICA A RESPONSABILITA' LIMITATA;35011;CAMPODARSEGO;;;GESTIONE DI CENTRO SPORTIVO FITNESS;93.13;Attività artistiche, sportive, di intrattenimento e divertimento;;;;;;;;;;;
02533570285;SEDE;IMPRESA INDIVIDUALE;;05/06/1992;ZANDARIN SILVANO;35011;CAMPODARSEGO;3-9;049/5566290;FABBRICAZIONE DI POLTRONE E DIVANI;95.24.02;Altre attività di servizi;VIA OLMO, 110, 35011 CAMPODARSEGO PD;https://www.siwasoftstyle.com/;siwa, cataloghi, premium, soft, lifestyle, style, tessuti, legno, jetset, metalli, materiali, inglese, pelli, tradizionale, cinese, seleziona, eventi, olmo, campodarsego, collezioni, cuscini, divani, complementi, poltrone, collezione, soft style, siwa soft, jetset lifestyle, cinese tradizionale, tessuti pelli;True;no, vi, it, ko, en;https://www.facebook.com/pages/category/Furniture/SIWA-SOFT-STYLE-HOME-470483116330477/;;https://www.linkedin.com/in/siwa-soft-style-home-zandarin-57310672/;;https://www.pinterest.it/siwasoftstylehome/;https://www.instagram.com/siwa_softstylehome/
05323270289;UL;SOCIETA' COOPERATIVA;;01/09/2021;3P SOCIETA' COOPERATIVA SOCIALE;35012;CAMPOSAMPIERO;;;ASSISTENZA SOCIALE NON RESIDENZIALE PER ANZIANI E DISABILI ULTERIORI SPECIFICHE: ATTIVITA' DI ASSISTENZA A DOMICILIO MEDIANTE PERSONALE QUALIFICATO E CON ESCLUSIONE DELLE ARTI AUSILIARIE E DELLE PROFESSIONI SANITARIE (DAL 01/09/2021);88.1;Sanità e assistenza sociale;CONTRA' DEI NODARI, 15, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04439830284;SEDE;SOCIETA' IN NOME COLLETTIVO;;14/01/2010;8.2 STYLE LAB SNC DI SCREMIN ANDREA & C.;35012;CAMPOSAMPIERO;3-9;;SALONE ACCONCIATORE;96.02.01;Altre attività di servizi;VIA BORGO TRENTO TRIESTE, 3, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04501730271;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;22/03/2019;AIACE EDUCAZIONE SOCIETA' SPORTIVA DILETTANTISTICA A RESPONSABILITA' LIMITATA;35012;CAMPOSAMPIERO;;;;93.13;Attività artistiche, sportive, di intrattenimento e divertimento;VIA BADEN POWELL, 7, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04501730271;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;22/03/2019;AIACE EDUCAZIONE SOCIETA' SPORTIVA DILETTANTISTICA A RESPONSABILITA' LIMITATA;35010;MASSANZAGO;;;;93.13;Attività artistiche, sportive, di intrattenimento e divertimento;VIA ROMA, 18, 35010 MASSANZAGO PD;;;;;;;;;;
03775310281;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;10/02/2003;AMBULATORIO POLISPECIALISTICO SAN LUCA SRL IN LIQUIDAZIONE;35012;CAMPOSAMPIERO;0-2;;GESTIONE POLIAMBULATORIO PER ATTIVITA' SANITARIE DI DIAGNOSI E CURA (DAL 10/02/2003);86.22;Sanità e assistenza sociale;PIAZZA CASTELLO, 40, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
05071040280;UL;SOCIETA' COOPERATIVA;;01/02/2020;ANNI D'ORO SOCIETA' COOPERATIVA SOCIALE;35012;CAMPOSAMPIERO;3-9;;ASSISTENZA SOCIALE NON RESIDENZIALE PER ANZIANI E DISABILI, (DAL 01/02/2020);88.1;Sanità e assistenza sociale;CONTRA' DEI NODARI, 15, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
02483200289;SEDE;SOCIETA' IN ACCOMANDITA SEMPLICE;;18/09/1991;ANTICHITA' AL TEZZON S.A.S. DI LANZA & C.;35012;CAMPOSAMPIERO;0-2;;COMMERCIO SU AREE PUBBLICHE DI OGGETTI D'ARTE ED ANTIQUARIATO (DAL 13.3.1998);95.24.01;Altre attività di servizi;PIAZZA VITTORIA, 8, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
02483200289;UL;SOCIETA' IN ACCOMANDITA SEMPLICE;;12/09/2016;ANTICHITA' AL TEZZON S.A.S. DI LANZA & C.;35010;SAN GIORGIO DELLE PERTICHE;0-2;;DEPOSITO;95.24.01;Altre attività di servizi;;;;;;;;;;;
05006210263;SEDE;IMPRESA INDIVIDUALE;C.LUCIANO@DATASERVIZILOREGGIA.IT;23/07/2020;ANTONOVA NATALIA;35012;CAMPOSAMPIERO;0-2;;SERVIZI DI CORSI DI FORMAZIONE E DI AGGIORNAMENTO PROFESSIONALE;85.59.2;Istruzione;VIA B. MOGNO, 8/30, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
02013520289;UL;SOCIETA' PER AZIONI CON SOCIO UNICO;;24/01/1986;ASCOM SERVIZI PADOVA - S.P.A.;35012;CAMPOSAMPIERO;50-249;049/5790905;UFFICIO DI RAPPRESENTANZA (DAL 14.10.1985);85.59.2;Istruzione;VIA TENTORI, 44, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
05001370286;SEDE;ASSOCIAZIONE;;15/12/2021;ASD CHECCO CAMPOSIAMPIERO RUGBY;35012;CAMPOSAMPIERO;;;ENTI E ORGANIZZAZIONI SPORTIVE, PROMOZIONE DI EVENTI SPORTIVI;93.19.1;Attività artistiche, sportive, di intrattenimento e divertimento;VIA DEI ROSSIGNOLI, 26, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
02561930286;SEDE;ALTRE FORME;;17/03/2004;ASS.NE PER LA GESTIONE DELLA SCUOLA MATERNA DI CAMPOSAMPIERO;35012;CAMPOSAMPIERO;10-49;; ISTRUZIONE DI GRADO PREPARATORIO: SCUOLE MATERNE (DAL 01/11/2003);85.1;Istruzione;VIA TRENTO TRIESTE, 29, 35012 CAMPOSAMPIERO PD;https://www.umbertoprimo.info/;bambini, laboratorio, infanzia, laboratori, inizia, ni, genitori, umberto, sostegno, camposampiero, formativa, offerta, comitato, inserimento, raccontiamo, accoglienza, rapporto, amici, scaricare, borgo, tab, trento, trieste, items, navigate, infanzia umberto, offerta formativa, accoglienza inserimento, tab navigate, borgo trento;False;it;;;;https://www.youtube.com/watch?v=AQW4_1OcPOM;;
02226320287;SEDE;IMPRESA INDIVIDUALE;GOTTARDELLOLUCA@ARUBAPEC.IT;20/07/1989;AUTOSCUOLA GOTTARDELLO DUE DI GOTTARDELLO LUCA;35012;CAMPOSAMPIERO;0-2;049/5790732;ATTIVITA': AUTOSCUOLA (DAL 1/6/1989);85.53;Istruzione;VIA BONORA, 29, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
02226320287;UL;IMPRESA INDIVIDUALE;GOTTARDELLOLUCA@ARUBAPEC.IT;20/07/1989;AUTOSCUOLA GOTTARDELLO DUE DI GOTTARDELLO LUCA;35010;BORGORICCO;0-2;049/5792337;AUTOSCUOLA (DAL 1/6/1989).;85.53;Istruzione;VIA PIEVE, 43, 35010 BORGORICCO PD;;;;;;;;;;
05113100282;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;;07/02/2018;BAUFIBER SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;35012;CAMPOSAMPIERO;3-9;;SERVIZI DEI SALONI DI BARBIERE E PARRUCCHIERE;96.02.01;Altre attività di servizi;BORGO TRENTO TRIESTE, 33/7, 35012 CAMPOSAMPIERO PD;https://www.baufiber.com/;capelli, cura, baufiber, creazioni, love, camposampiero, estetica, suite, chiuso, trieste, trento, martin, philip, salone, domenica, stile, incontro, eleganza, maps, srls, fiducia, borgo, haircare, category, colore, cura capelli, love suite, suite estetica, trento trieste, philip martin;True;it;https://www.facebook.com/baufibervisionhairofficial;;;;;https://instagram.com/baufibervisionhair?igshid=1hgsb3n37i7mv
04234600288;SEDE;IMPRESA INDIVIDUALE;;04/08/2008;CASAFUNEBRE DI CASA LORENZO;35012;CAMPOSAMPIERO;3-9;; AGENZIA D'AFFARI PER IL DISBRIGO DI PRATICHE INERENTI LE POMPE FUNEBRI, COMMERCIO AL MINUTO DI COFANI (DAL 26.6.2008).;96.03;Altre attività di servizi;VIA PUCCINI, 24, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
03812980286;SEDE;SOCIETA' IN NOME COLLETTIVO;;02/04/2003;CENTRO IMMAGINE S.N.C. DI BRUNATO STEFANIA & C.;35012;CAMPOSAMPIERO;3-9;;CENTRO ESTETICO CON SOLARIUM (DAL 30.04.2003);96.02.02;Altre attività di servizi;PIAZZA CASTELLO, 41, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
03313010286;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA CON UNICO SOCIO;;17/07/1998;CENTRO STUDI GALILEO FERRARIS SRL IN LIQUIDAZIONE;35012;CAMPOSAMPIERO;0-2;049/5790079;REALIZZAZIONE DI CORSI SCOLASTICI E DI PREPARAZIONE AGLI ESAMI (DAL 22.08.98);85.59.9;Istruzione;RIVIERA SAN MARCO, 9/5, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04748490283;SEDE;IMPRESA INDIVIDUALE;;03/12/2013;CHE FIDO DI CHIARA PULICI;35012;CAMPOSAMPIERO;0-2;;TOELETTATURA ANIMALI CLASSIFICAZIONE ISTAT: SERVIZI DI CURA DEGLI ANIMALI DA COMPAGNIA (ESCLUSI I SERVIZI VETERINARI) ULTERIORI SPECIFICHE: SERVIZI DI CURA DEGLI ANIMALI DA COMPAGNIA QUALI: TOLETTATURA (DAL 21.01.2014);96.09.04;Altre attività di servizi;VIA BORGO PADOVA, 100, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
02382100283;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;26/07/1990;CHINESI S.R.L.;35012;CAMPOSAMPIERO;0-2;049/9300724;LABORATORIO RADIOGRAFICIO;86.90.11;Sanità e assistenza sociale;VIA A. VIVALDI, 1, 35012 CAMPOSAMPIERO PD;https://www.chinesi.com/;chinesi, poliambulatorio, riabilitazione, camposampiero, utenza, documentazione, specialistico, carta, ssa, diagnostica, fisioterapia, padova, chirurgia, staff, spec, carmelo, militello, sodalitas, europe, autorizzazione, assicurazioni, generali, assistance, convenzioni, igp, documentazione utenza, poliambulatorio specialistico, chinesi poliambulatorio, fisioterapia riabilitazione, carmelo militello;True;it;;;;;;
02382100283;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;08/02/1991;CHINESI S.R.L.;35010;CAMPOSAMPIERO;0-2;049/9300724;LABORATORIO RADIOGRAFICIO (DAL 01/07/2011);86.90.11;Sanità e assistenza sociale;VIA BORGO PADOVA, 106/2, 35010 CAMPOSAMPIERO PD;https://www.chinesi.com/;chinesi, poliambulatorio, riabilitazione, camposampiero, utenza, documentazione, specialistico, carta, ssa, diagnostica, fisioterapia, padova, chirurgia, staff, spec, carmelo, militello, sodalitas, europe, autorizzazione, assicurazioni, generali, assistance, convenzioni, igp, documentazione utenza, poliambulatorio specialistico, chinesi poliambulatorio, fisioterapia riabilitazione, carmelo militello;True;it;;;;;;
04467960284;SEDE;IMPRESA INDIVIDUALE;;28/03/2012;CINEAGENZIA DI STEFANO CAMPANONI;35012;CAMPOSAMPIERO;0-2;;SERVIZI DI ORGANIZZAZIONE DI EVENTI E RASSEGNE CINEMATOGRAFICHE IN CONTO PROPRIO;90.02.09;Attività artistiche, sportive, di intrattenimento e divertimento;VIA PADRE GIROLAMO BIASI, 9/5, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
00402120281;SEDE;SOCIETA' COOPERATIVA;;29/10/1975;COOPERATIVA SOCIALE ANTONIANA SOCIETA' COOPERATIVA;35012;CAMPOSAMPIERO;50-249;;AUTOTRASPORTO DI PERSONE E COSE CON MEZZI PROPRI: TRASPORTO DISABILI E DIALIZZATI, TRASPORTO AMMALATI CON AMBULANZA, ASSISTENZA DOMICILIARE E SERVIZI SOCIALI VARI;86.90.42;Sanità e assistenza sociale;VIA MARTIRI DELLA LIBERTA', 21, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
03495110284;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;03/04/2000;DALIA S.R.L.;35012;CAMPOSAMPIERO;3-9;049/9355765;NOLEGGIO APPARECCHI ELETTRONICI PER GIOCHI LECITI, (DAL 01/01/2011);92.00.02;Attività artistiche, sportive, di intrattenimento e divertimento;VIA GIORGIONE, 3/2, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
03496280284;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;29/03/2000;DIOGENET S.R.L.;35012;CAMPOSAMPIERO;0-2;;RIPARAZIONE E MANUTENZIONE DI COMPUTER E PERIFERICHE;95.11;Altre attività di servizi;PIAZZA CASTELLO, 39/2, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
03496280284;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;01/01/2012;DIOGENET S.R.L.;35012;CAMPOSAMPIERO;0-2;;RIPARAZIONE E MANUTENZIONE DI COMPUTER E PERIFERICHE (DAL 01/01/2012);95.11;Altre attività di servizi;VIA IPPOLITO NIEVO, 2, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04271920284;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;08/02/2008;DONNAPIU' S.R.L.;35012;CAMPOSAMPIERO;0-2;;POLIAMBULATORIO MEDICO;86.22;Sanità e assistenza sociale;VIA BELLINI, 19, 35012 CAMPOSAMPIERO PD;https://www.donnapiu.info/home;specialista, assicurazioni, promozioni, ssa, ginecologia, ostetricia, aperti, camposampiero, troviamo, bellini, medicina, visita, eseguite, seguenti, prestazioni, occupa, amet, branca, ecografia, malattie, massa, pelvico, radiologia, riabilitazione, pavimento, specialista ostetricia, troviamo bellini, bellini camposampiero, eseguite seguenti, prestazioni eseguite;True;it;https://www.facebook.com/PoliambulatorioDonnaPiu/;;;;;
04003000272;SEDE;IMPRESA INDIVIDUALE;;21/10/2010;ENCANTO DI GALDIOLO GIANNI;35012;CAMPOSAMPIERO;0-2;049/5794583;ACCONCIATORE;96.02.01;Altre attività di servizi;VIA BONORA, 16/A, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04035310285;SEDE;IMPRESA INDIVIDUALE;;16/11/2005;ENJOY DI PASTRELLO STEFANO;35012;CAMPOSAMPIERO;0-2;; PARRUCCHIERE UOMO/DONNA (DAL 02.11.2005);96.02.01;Altre attività di servizi;VIA BORGO RUSTEGA, 119/I, 35012 CAMPOSAMPIERO PD;https://www.parrucchierienjoy.it/;euro, parrucchieri, enjoy, tagli, whatsapp, borgo, camposampiero, taglio, rustega, donna, mar, parrucchierienjoy, gio, network, sab, tok, mer, tik, ven, colore, shampo, prenota, completo, parrucchiere, sentirsi, parrucchieri enjoy, rustega camposampiero, borgo rustega, mar mer, mer ven;False;it;https://www.facebook.com/EnjoyParrucchiere/?hc_ref=ARQ-Dzh3TwAipYIjPHbrG0ZiOGgM4JMH3W1iESCSJVlCNZL1hGlkXU0gHciKERAGLqg&ref=nf_target&__tn__=kC-R;;;;;https://www.instagram.com/parrucchieri_enjoy/?hl=it
02598360283;SEDE;SOCIETA' IN NOME COLLETTIVO;;04/04/1995;ESTETICA FASCINO S.N.C. DI MIOZZO CRISTINA & C.;35012;CAMPOSAMPIERO;3-9;;ESTETISTA (DAL 19/03/2009);96.02.01;Altre attività di servizi;VIA GARIBALDI, 40, 35012 CAMPOSAMPIERO PD;https://www.centrobenesserecristina.it/;corpo, trattamenti, appuntamento, sconto, radiofrequenza, benessere, artmosfera, krf, estetica, viso, icons, session, changed, promozioni, trattamento, pelle, chiedi, lpg, bagno, solarium, laser, mani, epilazione, dibi, sauna, chiedi appuntamento, bagno turco, magnetic touch, lipolaser biomed, crf fusion;True;it;https://www.facebook.com/CentroBenessereCristina/;;;;;https://www.instagram.com/centro_benessere_cristina/
05414410281;SEDE;IMPRESA INDIVIDUALE;BEATRICE.MARZARO2002@GMAIL.COM;30/11/2021;ESTHETIQUE DI MARZARO BEATRICE;35012;CAMPOSAMPIERO;0-2;340/8509016;SERVIZI DEGLI ISTITUTI DI BELLEZZA (ESTETISTA);96.02.02;Altre attività di servizi;VIA BORGO RUSTEGA, 119/H, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04966400287;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;29/02/2016;F.D.A. S.R.L.;35012;CAMPOSAMPIERO;3-9;;ACCONCIATORE UOMO DONNA;96.02.01;Altre attività di servizi;;https://www.fabioediegoparrucchieri.com/;diego, fabio, parrucchieri, bassano, grappa, aveda, castelfranco, veneto, camposampiero, listino, saloni, promo, staff, barber, mese, tutorial, collaborazioni, donna, navigate, items, tab, utf, encoding, version, trattamenti, fabio diego, diego parrucchieri, bassano grappa, castelfranco veneto, promo mese;;it;https://www.facebook.com/fabioediegoparrucchiericastelfranco;;;https://www.youtube.com/channel/UCnTrh5G2a9df3JmCpPbMVGQ;https://www.pinterest.it/fabioediego/_created/;https://www.instagram.com/fabioediegoparrucchieri2/?hl=it
03901140289;SEDE;ALTRE FORME;;05/04/2004;FEDERAZIONE DEI COMUNI DEL CAMPOSAMPIERESE;35012;CAMPOSAMPIERO;3-9;;REGOLAMENTAZIONE ATTIVITA' ORGANISMI PREPOSTI ALL'ISTRUZIONE: CORSI RIVOLTI AI CITTADINI E CORSI PER IL PERSONALE DELLA PUBBLICA AMMINISTRAZIONE (DAL 23/03/2004);85.59.2;Istruzione;VIA CORDENONS, 17, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04296240262;UL;SOCIETA' IN ACCOMANDITA SEMPLICE;;08/04/2009;FORMITALY S.A.S. DI BANDIERA ROBERTO  &  C.;35012;CAMPOSAMPIERO;;; L'ORGANIZZAZIONE DI CORSI NELL'AMBITO DELLA FORMAZIONE, DELLO SVILUPPO DELLE RISORSE UMANE E DELLO SVILUPPO PERSONALE, SERVIZI DI AGGIORNAMENTO E CONSULENZA AZIENDALE, L'ALLESTIMENTO DI SALE E NOLEGGIO ATTREZZATURE PER L'ORGANIZZAZIONE DI CORSI. (DAL DAL 08.04.2009);85.59.2;Istruzione;VIA IPPOLITO NIEVO, 2/3, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
03748660283;SEDE;SOCIETA' IN NOME COLLETTIVO;;02/09/2002;G. & G. S.N.C. DI BETTETO GIORGIA E CHERUBIN GIADA & C.;35012;CAMPOSAMPIERO;0-2;049/9303025;CENTRO PER LA PRIMA INFANZIA, SERVIZIO LUDICO-RICREATIVO PER LA PRIMA INFANZIA (SVOLTA PRESSO L'UL);88.91;Sanità e assistenza sociale;VIA TENTORI, 62/2, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
02217110283;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;04/11/1988;GOTTARDELLO S.R.L.;35012;CAMPOSAMPIERO;3-9;049/5791422;AUTOSCUOLA (DAL 1.7.1989), AUTOSERVIZI: TRASPORTO SCOLASTICO DEGLI ALUNNI DELLA SCUOLA ELEMENTARE E MEDIA NELL'AMBITO DEL TERRITORIO COMUNALE (DAL 25.1.1990) AGENZIA D'AFFARI PER IL DISBRIGO DI PRATICHE AMMINISTRATIVE (14.03.1996), AGENZIA D'AFFARI PER IL DISBRIGO DI PRATICHE INERENTI L'INFORTUNISTICA STRADALE (DAL 8/3/99).;85.53;Istruzione;VIA VENEZIA, 1, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
02217110283;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;04/11/1988;GOTTARDELLO S.R.L.;35017;PIOMBINO DESE;3-9;049/5791422;AUTOSCUOLA (DAL 1.7.1989).;85.53;Istruzione;VIA MEMMO, 61, 35017 PIOMBINO DESE PD;;;;;;;;;;
05179460281;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;21/01/2022;GRUPPO ROMANO MEDICA S.R.L.;35012;CAMPOSAMPIERO;3-9;;STUDI MEDICI SPECIALISTICI E POLIAMBULATORI (DAL 21/01/2022);86.22.09;Sanità e assistenza sociale;PIAZZA CASTELLO, 40/2, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
03786660286;SEDE;IMPRESA INDIVIDUALE;;12/03/2003;IL BARBIERE FILIPPO DI CAPPAROTTO FILIPPO;35012;CAMPOSAMPIERO;0-2;;ACCONCIATORE (DAL 27.05.2008);96.02.01;Altre attività di servizi;CONTRA' DEI NODARI, 7, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
03835510284;SEDE;SOCIETA' IN ACCOMANDITA SEMPLICE;;22/07/2003;IL GIARDINO DELLE ROSE S.A.S. DI CONTE LOREDANA & C.;35012;CAMPOSAMPIERO;0-2;;;96.02.02;Altre attività di servizi;VIA STRAELLE SAN PIETRO, 206/B, 35012 CAMPOSAMPIERO PD;http://www.esteticailgiardinodellerose.it/;dibi, rose, giardino, continuato, trattamento, prodotti, estetica, crema, function, stored, padova, functionalities, perfection, essential, borgoricco, consent, center, shape, pelle, prodigio, tecnologie, cellulite, metodo, promozioni, trattamenti, giardino rose, estetica giardino, borgoricco padova, dibi center, center borgoricco;True;en, it;https://www.facebook.com/esteticailgiardinodellerose/;;;;;
03835510284;UL;SOCIETA' IN ACCOMANDITA SEMPLICE;;11/10/2004;IL GIARDINO DELLE ROSE S.A.S. DI CONTE LOREDANA & C.;35010;BORGORICCO;0-2;;ESTETISTA (DAL 25.10.2005) CENTRO ESTETICO ED ABBRONZANTE (DAL 11.10.2004).;96.02.02;Altre attività di servizi;VIA DESMAN, 336/1, 35010 BORGORICCO PD;http://www.esteticailgiardinodellerose.it/;dibi, giardino, rose, continuato, trattamento, prodotti, estetica, borgoricco, padova, perfection, stored, essential, function, consent, functionalities, center, crema, pelle, shape, tecnologie, prodigio, metodo, promozioni, cellulite, trattamenti, giardino rose, estetica giardino, borgoricco padova, dibi center, center borgoricco;True;en, it;https://www.facebook.com/esteticailgiardinodellerose/;;;;;
03633331214;UL;COOPERATIVA SOCIALE;;08/11/2018;IL TAPPETO DI IQBAL COOPERATIVA SOCIALE - ONLUS;35012;CAMPOSAMPIERO;;;;88.99;Sanità e assistenza sociale;VIA MARIO VISENTIN, 14, 35012 CAMPOSAMPIERO PD;https://www.iltappetodiiqbal.org/;progetti, spettacoli, sostenerci, eventi, iqbal, tappeto, luce, barra, donazione, toggle, ricerca, clothing, simple, carrello, segui, risultato, napoli, azioni, animazione, visualizzazione, ordinamento, predefinito, recensioni, competenze, network, tappeto iqbal, luce barra, ordinamento predefinito, visualizzazione risultato, azioni laboratoriali;True;it;https://www.facebook.com/iltappetodiiqbal;;;https://www.youtube.com/channel/UCyFlAzt-JxwINGek69fEsww;;
