Partita_IVA;Sede_o_UL;Forma_giuridica;Email;Data_iscrizione;Denominazione;Cap;Comune;Classe_addetti;Telefono;Attivita'_dichiarata;Codice_ateco_principale;Settore_livello_2;Indirizzo_corretto;URL;Keys;Has_contact_form;Available_translations;Facebook;Twitter;Linkedin;Youtube;Pinterest;Instagram
03227110289;SEDE;SOCIETA' IN NOME COLLETTIVO;;31/01/1997;FINITURE E COLORE S.N.C. DI PALLARO PAOLO & SCOLARO MAURIZIO;35012;CAMPOSAMPIERO;0-2;049/5793467;TINTEGGIATURA E RIFINITURA FABBRICATI CIVILI E INDUSTRIALI (DAL 16.1.1997);43.34;Lavori di costruzione specializzati;VIA ALBARELLA, 15, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04218920280;SEDE;SOCIETA' IN NOME COLLETTIVO;;06/07/2007;FIOR IMPIANTI SNC DI FIOR DANILO E FIOR MIRKO;35012;CAMPOSAMPIERO;0-2;;INSTALLAZIONE, AMPLIAMENTO, TRASFORMAZIONE, MANUTENZIONE DEGLI IMPIANTI SOTTOSPECIFICATI: - LETT. A): IMPIANTI DI PRODUZIONE, DI TRASPORTO, DI DISTRIBUZIONE E DI UTILIZZAZIONE DELL'ENERGIA ELETTRICA ALL'INTERNO DEGLI EDIFICI A PARTIRE DAL PUNTO DI CONSEGNA DELL'ENERGIA FORNITA DALL'ENTE DISTRIBUTORE (IN EDIFICI ADIBITI AD USO CIVILE ED IMMOBILI ADIBITI AD ATTIVITA' PRODUTTIVE, AL COMMERCIO, AL TERZIARIO E AD ALTRI USI), - LETT. B): IMPIANTI RADIOTELEVISIVI ED ELETTRONICI IN GENERE, ANTENNE, IMPIANTI DI PROTEZIONE DA SCARICHE ATMOSFERICHE (DAL 12.07.2007);43.21.01;Lavori di costruzione specializzati;VIA CIME, 10, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04426890283;SEDE;IMPRESA INDIVIDUALE;;13/11/2009;F.K. DI POBRIC NURAGA;35012;CAMPOSAMPIERO;0-2;; LAVORI DI MANUTENZIONE E COSTRUZIONI EDILI-LAVORI DI COMPLETAMENTO DEGLI EDIFICI E TINTEGGIATURA (DAL 06/11/2009);41.2;Costruzione di edifici;VIA BORGO PADOVA, 53, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
01444960288;SEDE;SOCIETA' IN NOME COLLETTIVO;;07/06/1993;F.LLI BETTIN S.N.C. DI BETTIN LINO E C.;35012;CAMPOSAMPIERO;0-2;049/5791565;IMPRESA EDILE ED IMPRESA IMMOBILIARE (DAL 05.08.1993);41.2;Costruzione di edifici;VIA PASUBIO, 20, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
03791440286;SEDE;SOCIETA' IN NOME COLLETTIVO;;03/03/2003;F.LLI ZANON DI ZANON MAURIZIO & C. S.N.C.;35012;CAMPOSAMPIERO;0-2;; LAVORI DI TINTEGGIATURA.(DAL 22.1.2003);43.34;Lavori di costruzione specializzati;VIA SAN MARCO, 37, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
05458090288;SEDE;IMPRESA INDIVIDUALE;SILVIAFORTU@YAHOO.COM;14/04/2022;FORTU ADI NELU ARTIGIANO EDILE;35012;CAMPOSAMPIERO;;;ATTIVITA' NON SPECIALIZZATE DI LAVORI EDILI (MURATORI) (DAL 04/04/2022);43.39.01;Lavori di costruzione specializzati;VIA GUIDO DE ROSSIGNOLI, 7, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
05373200285;SEDE;IMPRESA INDIVIDUALE;;31/05/2021;FORTU DANIEL;35012;CAMPOSAMPIERO;0-2;;LAVORI EDILI (DAL 15.04.2021);43.39.01;Lavori di costruzione specializzati;VIA GIORGIONE, 8/4, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
05440460284;SEDE;IMPRESA INDIVIDUALE;;23/02/2022;FULLEDIL DI MESI NAIM;35012;CAMPOSAMPIERO;;;ATTIVITA' NON SPECIALIZZATE DI LAVORI EDILI (MURATORI);43.39.01;Lavori di costruzione specializzati;VIA GIOVANNI XXIII, 20, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
03214610242;UL;SOCIETA' PER AZIONI CON SOCIO UNICO;;11/06/2019;GEMMO S.P.A. (SOCIETA' CON UNICO SOCIO);35012;CAMPOSAMPIERO;;; INSTALLAZIONE DI IMPIANTI ELETTRICI IN EDIFICI O IN ALTRE OPERE DI COSTRUZIONE (INCLUSA MANUTENZIONE E RIPARAZIONE) (DAL 11/06/2019);43.21.01;Lavori di costruzione specializzati;VIA COSMA, 1, 35012 CAMPOSAMPIERO PD;https://www.gemmo.com/nqcontent.cfm?a_id=1;gemmo, beni, culturali, codice, financing, mercati, attivita, comportamento, elettronica, fatturazione, responsabilita, sistemi, impianti, aeroporti, tunnel, militare, certificato, strade, edilizia, ospedaliero, energetico, certificazioni, quadri, gas, progetti, beni culturali, attivita mercati, codice comportamento, fatturazione elettronica, strade tunnel;True;en, it;https://www.facebook.com/gemmospa;https://twitter.com/gemmospa;https://www.linkedin.com/company/gemmo-s-p-a-;;http://www.pinterest.com/gemmospa/;
00000180281;SEDE;IMPRESA INDIVIDUALE;;14/03/1967;GIACOMAZZO RINA;35012;CAMPOSAMPIERO;0-2;049/5790207;IMPRESA EDILE (DAL 1.6.1984), LOCAZIONE D'AZIENDA (DAL 12.11.1985);41.2;Costruzione di edifici;VIA BORGO PADOVA, 116, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
05432020286;SEDE;IMPRESA INDIVIDUALE;;26/01/2022;GIULIANO COPERTURE DI CAINEANU IULIAN;35012;CAMPOSAMPIERO;;;REAALIZZAZIONE DI COPERTURE;43.91;Lavori di costruzione specializzati;VIA G. ROSSIGNOLI, 48, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
05220500283;SEDE;IMPRESA INDIVIDUALE;;24/05/2019;GM SERVICE DI GONZO MARCO;35012;CAMPOSAMPIERO;0-2;;RIVESTIMENTO DI PAVIMENTI E DI MURI ULTERIORI SPECIFICHE: POSA IN OPERA, APPLICAZIONE O INSTALLAZIONE, IN EDIFICI O IN ALTRE OPERE DI COSTRUZIONE, DI: PIASTRELLE IN CERAMICA, CALCESTRUZZO O PIETRA DA TAGLIO PER MURI O PAVIMENTI, ACCESSORI PER STUFE IN CERAMICA, PARQUET E ALTRI RIVESTIMENTI IN LEGNO PER PAVIMENTI E PARETI, MOQUETTE E RIVESTIMENTI DI LINOLEUM, GOMMA O PLASTICA PER PAVIMENTI, RIVESTIMENTI ALLA VENEZIANA, IN MARMO, GRANITO O ARDESIA, PER PAVIMENTI O MURI, CARTA DA PARATI TRATTAMENTO DI PAVIMENTI: LEVIGATURA, LUCIDATURA, RASATURA ECCETERA REALIZZAZIONE DI PAVIMENTI CONTINUI IN RESINA, CEMENTO ECCETERA;43.33;Lavori di costruzione specializzati;VIA FABRIS, 37, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04359590280;SEDE;IMPRESA INDIVIDUALE;;27/02/2009;GONZO GUIDO;35012;CAMPOSAMPIERO;0-2;049/9301624; IMPRESA EDILE (DAL 04.01.2009);41.2;Costruzione di edifici;VIA V. CENTONI, 20, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
03491290288;SEDE;IMPRESA INDIVIDUALE;;22/02/2000;GUMIERO FABIO;35012;CAMPOSAMPIERO;0-2;; TINTEGGIATURA E APPLICAZIONE PITTURAZIONI VARIE (IMBIANCHINO) (DAL 19/01/2000).;43.34;Lavori di costruzione specializzati;VIA DEL CAMPANILE, 3/6, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
05245080287;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;;03/10/2019;HOUSENOVA SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;35012;CAMPOSAMPIERO;;;SVILUPPO DI PROGETTI IMMOBILIARI E COMPRAVENDITA DI BENI IMMOBILI EFFETTUATA SU BENI PROPRI.;41.1;Costruzione di edifici;PIAZZA VITTORIA, 13/1, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
05444370281;SEDE;IMPRESA INDIVIDUALE;;01/03/2022;HYDROBET DI BALDASSA ENRICO;35012;CAMPOSAMPIERO;;;INSTALLAZIONE, AMPLIAMENTO, TRASFORMAZIONE, MANUTENZIONE DEGLI IMPIANTI SOTTOSPECIFICATI, POSTI AL SERVIZIO DEGLI EDIFICI, INDIPENDENTEMENTE DALLA DESTINAZIONE D'USO, COLLOCATI ALL'INTERNO DEGLI STESSI O DELLE RELATIVE PERTINENZE - D.M. 37/2008: LETT. C) IMPIANTI DI RISCALDAMENTO, DI CLIMATIZZAZIONE, DI CONDIZIONAMENTO DI QUALSIASI NATURA O SPECIE, COMPRESE LE OPERE DI EVACUAZIONE DEI PRODOTTI DELLA COMBUSTIONE E DELLE CONDENSE, E DI VENTILAZIONE ED AERAZIONE DEI LOCALI, LETT. D) IMPIANTI IDRICI E SANITARI DI QUALSIASI NATURA O SPECIE, LETT. E) IMPIANTI PER LA DISTRIBUZIONE E L'UTILIZZAZIONE DI GAS DI QUALSIASI TIPO, COMPRESE LE OPERE DI EVACUAZIONE DEI PRODOTTI DELLA COMBUSTIONE E VENTILAZIONE ED AERAZIONE DEI LOCALI.;43.22.01;Lavori di costruzione specializzati;VIA SANTA CHIARA, 16, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04490800283;SEDE;IMPRESA INDIVIDUALE;;21/09/2010;IANCU IULIAN;35012;CAMPOSAMPIERO;0-2;;IMPRESA EDILE, POSA, SOSTITUZIONE, RIPARAZIONE DI COPERTURE DI IMMOBILI CIVILI E INDUSTRIALI;41.2;Costruzione di edifici;VIA TENTORI, 27/11, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
05164580283;SEDE;IMPRESA INDIVIDUALE;;09/10/2018;IKOS DI MIRKO SQUIZZATO;35012;CAMPOSAMPIERO;0-2;;POSA IN OPERA, MANUTENZIONE , RESTAURO E PRODUZIONE  DI ARREDI, COMPONENTI D'ARREDO IN GENERE;43.32.02;Lavori di costruzione specializzati;VIA SOLIGO, 74, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
02722030281;SEDE;SOCIETA' IN NOME COLLETTIVO;;09/02/2001;IMMOBILIARE BELMAR S.N.C. DI BELLOTTO ENRICHETTO E MARCATO FLAVIO;35012;CAMPOSAMPIERO;0-2;;VALORIZZAZIONE E VENDITA IMMOBILIARE (DAL 29.1.2001).;41.1;Costruzione di edifici;VIA P. M. KOLBE, 6, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04138800281;SEDE;SOCIETA' IN ACCOMANDITA SEMPLICE;;22/09/2006;IMMOBILIARE CHIARA S.A.S. DI SACCHETTO LUCIO;35012;CAMPOSAMPIERO;0-2;049/9302982;COSTRUZIONE, RISTRUTTURAZIONE, MANUTENZIONE, L'ACQUISTO E LA VENDITA DI IMMOBIL I SIA CIVILI CHE INDUSTRIALI, IN CONTO PROPRIO.(DAL 06/02/2007);41.1;Costruzione di edifici;VIA ARISTIDE TENTORI, 11, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
00952590289;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;11/03/1980;IMMOBILIARE EDILE MARCON SRL;35012;CAMPOSAMPIERO;0-2;049/5792022;COSTRUZIONE DI EDIFICI RESIDENZIALI E NON RESIDENZIALI;41.2;Costruzione di edifici;VIA VIVALDI, 1, 35012 CAMPOSAMPIERO PD;https://www.immobiliaremarcon.it/;appartamenti, immobile, progetti, immobiliare, marcon, edile, immobiliari, classe, residence, camere, valutiamo, salboro, annunci, life, camposampiero, someda, preferenze, vivaldi, appartamento, costruzioni, fotovoltaico, fiore, giardino, borgo, treviso, edile marcon, immobiliare edile, annunci immobiliari, valutiamo immobile, borgo fiore;True;it;https://www.facebook.com/immobiliaremarcon/;;;;;
00952590289;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;16/09/1996;IMMOBILIARE EDILE MARCON SRL;35010;LOREGGIA;0-2;049/5792022;COSTRUZIONE DI EDIFICI RESIDENZIALI E NON RESIDENZIALI (DAL 01/08/2014);41.2;Costruzione di edifici;VIA ROMA, 77/A, 35010 LOREGGIA PD;https://www.immobiliaremarcon.it/;appartamenti, immobile, progetti, immobiliare, marcon, edile, immobiliari, classe, residence, camere, valutiamo, salboro, annunci, life, camposampiero, someda, preferenze, vivaldi, appartamento, costruzioni, fotovoltaico, fiore, giardino, borgo, treviso, edile marcon, immobiliare edile, annunci immobiliari, valutiamo immobile, borgo fiore;True;it;https://www.facebook.com/immobiliaremarcon/;;;;;
04138910288;SEDE;SOCIETA' IN NOME COLLETTIVO;;22/09/2006;IMMOBILIARE ESSEVI S.N.C. DI SACCHETTO NERIO & VALENTINI GIUSEPPE;35012;CAMPOSAMPIERO;;;LA COSTRUZIONE, LA RISTRUTTURAZIONE, LA MANUTENZIONE, L'ACQUISTO E LA VENDITA D I IMMOBILI SIA CIVILI CHE INDUSTRIALI (DAL 06.12.2006);41.1;Costruzione di edifici;VIA ARISTIDE TENTORI, 11, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
03901630289;SEDE;SOCIETA' IN ACCOMANDITA SEMPLICE;DAVIDE.MARAZZATO@GMAIL.COM;16/03/2004;IMMOBILIARE FUTURA S.A.S. DI MARAZZATO DAVIDE;35012;CAMPOSAMPIERO;0-2;368/7585340;;41.1;Costruzione di edifici;VIA ARISTIDE TENTORI, 11, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04132920283;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;03/08/2006;IMMOBILIARE GAMMA 4 S.R.L.;35012;CAMPOSAMPIERO;0-2;; LA COSTRUZIONE, LA VENDITA NONCHE' LA LOCAZIONE DI FABBRICATI INDUSTRIALI, COMMERCIALI, ABITATIVI, RURALI E PER LA LAVORAZIONE DI PRODOTTI AGRO-ALIMENTARI (DAL 31.07.2006);41.1;Costruzione di edifici;PIAZZA VITTORIA, 13/1, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04114560289;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;12/05/2006;IMMOBILIARE LUNA S.R.L.;35012;CAMPOSAMPIERO;0-2;;LA COSTRUZIONE, LA RICOSTRUZIONE, LA RISTRUTTURAZIONE E IL RIATTAMENTO DI IMMOBILI  IN GENERE (DAL 14/09/2006);41.1;Costruzione di edifici;VIA GIORGIONE, 3/3, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
02142670286;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;08/02/1988;IMMOBILIARE RIVIERA S.R.L.;35012;CAMPOSAMPIERO;;049/5790872;L'ACQUISTO, VENDITA, PERMUTA, LOCAZIONE E GESTIONE DI BENI IMMOBILI (DAL 10.12.1987), L'ATTIVITA' EDILE IN GENERE, INTENDENDOSI COMPRESE IN TALE ESPRESSIONE, TRA LE ALTRE, LA COSTRUZIONE ED IL RESTAURO DI FABBRICATI, L'EFFET- TUAZIONE DI LAVORI STRADALI, AGRARI E MANUTENZIONE GENERALE, L'ACQUISTO, LA VEN- DITA, LA PERMUTA ED IL CONFERIMENTO IN SOCIETA' DI AREE E FABBRICATI E LA CO- STRUZIONE DI QUEST'ULTIMO, L'ESECUZIONE IN PROPRIO O MEDIANTE COTTIMO O APPALTI DI RESTAURI, COSTRUZIONI EDILIZIE AD USO CIVILE, INDUSTRIALE ED AFFINE, L'ESECU- ZIONE DI INTERESSENZE E DI PARTECIPAZIONI IN ALTRE SOCIETA' ED IMPRESE AVENTI O NON AVENTI OGGETTO ANALOGO AFFINE O CONNESSO, ANCHE MEDIANTE ACQUISTO DI AZIONI O DI QUOTE DELLA SOCIETA' STESSA SIA IN ITALIA SIA ALL'ESTERO (DAL 30.07.1990);41.1;Costruzione di edifici;VIA FILIPPETTO, 2, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
01570690287;SEDE;SOCIETA' IN ACCOMANDITA SEMPLICE;;02/04/1982;IMMOBILIARE S. SILVESTRO DI MARTIGNON DOMENICO E C. S.A.S.;35012;CAMPOSAMPIERO;0-2;;IMPRESA EDILE E COSTRUZIONI IN GENERE (DAL 11.04.96);41.2;Costruzione di edifici;VIA VIVALDI, 1, 35012 CAMPOSAMPIERO PD;http://martignoncostruzioni.it/;appartamento, martignon, garage, bicamere, montegalda, quartiere, tipologia, mese, costruzioni, affitto, cantiere, tricamere, boara, bosaro, polesine, bagni, miniappartamento, camere, cucina, soggiorno, canone, auto, rovigo, semicentro, contratto, martignon costruzioni, boara polesine, soggiorno cucina, garage canone, borgo berga;True;it;http://www.facebook.com/sharer.php?u=http://martignoncostruzioni.it/properties/appartamento-piano-terra-con-giardino/&t=Appartamento+piano+terra+con+giardino;http://twitter.com/home?status=Appartamento+piano+terra+con+giardino+http%3A%2F%2Fmartignoncostruzioni.it%2Fproperties%2Fappartamento-piano-terra-con-giardino%2F;;;http://pinterest.com/pin/create/button/?url=http://martignoncostruzioni.it/properties/appartamento-piano-terra-con-giardino/&media=http://martignoncostruzioni.it/wp-content/uploads/2019/11/Rendering-Lotto-7-bis-ridimensionato.png&description=Appartamento+piano+terra+con+giardino;
04361120282;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;TWINAGENCY@ARUBAPEC.IT;29/01/2009;IMMOBILIARE TWIN AGENCY S.R.L.;35012;CAMPOSAMPIERO;;;COSTRUZIONE DI EDIFICI RESIDENZIALI E NON RESIDENZIALI;41.2;Costruzione di edifici;VIA GIORGIONE, 8, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
03790050284;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;03/02/2003;IMMOBILIARE YES S.R.L.;35012;CAMPOSAMPIERO;0-2;;LAVORI GENERALI DI COSTRUZIONE DI EDIFICI (DAL 30.03.2007), TINTEGGIATURA E OPERE EDILI (DAL 01.01.2006), IMPRESA IMMOBILIARE (DAL 03/02/2003);41.2;Costruzione di edifici;VIA TENTORI, 60, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
03986430282;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA CON UNICO SOCIO;;16/02/2005;IMPIANTI ELETTRICI P.F. S.R.L.;35012;CAMPOSAMPIERO;10-49;;INSTALLAZIONE, AMPLIAMENTO, TRASFORMAZIONE, MANUTENZIONE, RIPARAZIONE, ASSISTENZA DEGLI IMPIANTI SOTTOSPECIFICATI: - IMPIANTI DI PRODUZIONE, DI TRASPORTO, DI DISTRIBUZIONE E DI UTILIZZAZIONE DELL'ENERGIA ELETTRICA ALL'INTERNO DEGLI EDIFICI A PARTIRE DAL PUNTO DI CONSEGNA DELL'ENERGIA FORNITA DALL'ENTE DISTRIBUTORE (LETT.A), - IMPIANTI RADIOTELEVISIVI ED ELETTRONICI IN GENERE, LE ANTENNE E GLI IMPIANTI DI PROTEZIONE DA SCARICHE ATMOSFERICHE (LETT.B), - IMPIANTI DI PROTEZIONE ANTINCENDIO (LETT.G), - IMPIANTI PER LA TRASFORMAZIONE ALTA/MEDIA TENSIONE E PER LA DISTRIBUZIONE DI ENERGIA ELETTRICA IN CORRENTE ALTERNATA E CONTINUA ED IMPIANTI DI PUBBLICA ILLUMINAZIONE;43.21.01;Lavori di costruzione specializzati;;https://www.impiantipf.it/;impianti, elettrici, preferenze, gestisci, tecnica, kwp, archiviazione, title, mestre, realizzazioni, potenza, aldi, fabbricato, esterni, supermercato, impianto, camposampiero, industriale, interni, tv, industriali, fotovoltaico, civili, funzionale, necessari, impianti elettrici, archiviazione tecnica, aldi supermercato, interni esterni, esterni fabbricato;True;it;;;;;;
03316980279;SEDE;IMPRESA INDIVIDUALE;;02/11/2004;IMPRESA COSTRUZIONI EDILI DI EL EUCHI ABDELAZIZ;35012;CAMPOSAMPIERO;0-2;; IMPRESA EDILE (DAL 22.10.2004);41.2;Costruzione di edifici;VIA PUCCINI, 14, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04038580280;SEDE;IMPRESA INDIVIDUALE;;12/08/2005;ISOLNOVA DI ANASTASIO ANDREA;35012;CAMPOSAMPIERO;0-2;339/6500098; COIBENTAZIONI TERMOACUSTICHE (DAL 15.07.2005);43.29.02;Lavori di costruzione specializzati;VIA PADRE G. BIASI, 11/2, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04765110285;SEDE;IMPRESA INDIVIDUALE;;25/10/2013;JASMINE DI YANG YONGCHUN;35012;CAMPOSAMPIERO;3-9;;ATTIVITA  NON SPECIALIZZATE DI LAVORI EDILI (MURATORI);43.39.01;Lavori di costruzione specializzati;VIA MONTE GRAPPA, 9/4, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04102930288;SEDE;IMPRESA INDIVIDUALE;;28/04/2006;KAJGANIC OGNJEN;35012;CAMPOSAMPIERO;0-2;; LAVORI EDILI IN GENERALE (DAL 28.03.2006);43.39.01;Lavori di costruzione specializzati;PIAZZA VITTORIA, 4/4, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04806020287;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;31/03/2014;LA STRADA SRL;35012;CAMPOSAMPIERO;3-9;;LAVORI STRADALI, PAVIMENTAZIONI, ACQUEDOTTI, GASDOTTI, FOGNATURE ED OPERE EDILI IN GENERE - LAVORI DI MOVIMENTO TERRA E DI SCAVO SVOLTA PRESSO L'UL N.1;42.11;Ingegneria civile;VIA A. TENTORI, 60/6, 35012 CAMPOSAMPIERO PD;http://www.lastradasrl.com/;strada, footer, costruzione, admfooter, stradali, strada stradali, strada strada;False;no, it;;;;;;
04806020287;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;01/04/2014;LA STRADA SRL;35010;SAN GIORGIO DELLE PERTICHE;3-9;;LAVORI STRADALI, PAVIMENTAZIONI, ACQUEDOTTI, GASDOTTI, FOGNATURE ED OPERE EDILI IN GENERE . LAVORI DI MOVIMENTO TERRA E DI SCAVO (DAL 01/04/2014);42.11;Ingegneria civile;VIA OLMO, 5, 35010 SAN GIORGIO DELLE PERTICHE PD;http://www.lastradasrl.com/;strada, footer, costruzione, admfooter, stradali, strada stradali, strada strada;False;en, it;;;;;;
03396280285;SEDE;IMPRESA INDIVIDUALE;;18/03/1999;LANZA DECOR DI LANZA FABIO;35012;CAMPOSAMPIERO;0-2;348/5651327; IMBIANCHINO (DAL 26.01.1999);43.34;Lavori di costruzione specializzati;VIA CIME, 4, 35012 CAMPOSAMPIERO PD;https://www.lanzadecor.it/;pitture, decorazioni, restauri, tinteggiature, previous, decor, lanza, restauro, calce, marmorino, grassello, esterni, facciate, interni, decorative, cartongesso, muffe, bonifica, edifici, cocciopesto, foglia, conservativi, oro, murali, materici, lanza decor, pitture decorative, restauro facciate, marmorino grassello, foglia oro;True;it;https://m.facebook.com/LANZA-DECOR-228132347243764/;;;;;https://www.instagram.com/lanza_decor_/
05402120280;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;;03/09/2021;L.M.F. SOLUTIONS SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;35012;CAMPOSAMPIERO;;;COSTRUZIONE DI EDIFICI RESIDENZIALI E NON RESIDENZIALI;41.2;Costruzione di edifici;VIA GIORGIONE, 8/7, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
05131860289;SEDE;IMPRESA INDIVIDUALE;;24/05/2018;LUCAS IMPIANTI DI MANFRIN LUCA;35012;CAMPOSAMPIERO;0-2;;INSTALLAZIONE, AMPLIAMENTO, TRASFORMAZIONE, MANUTENZIONE DEGLI IMPIANTI SOTTOSPECIFICATI, POSTI AL SERVIZIO DEGLI EDIFICI, INDIPENDENTEMENTE DALLA DESTINAZIONE D'USO, COLLOCATI ALL'INTERNO DEGLI STESSI O DELLE RELATIVE PERTINENZE - D.M. 37/2008: LETT. A) IMPIANTI DI PRODUZIONE, TRASFORMAZIONE, TRASPORTO, DISTRIBUZIONE, UTILIZZAZIONE DELL'ENERGIA ELETTRICA, NONCHE' GLI IMPIANTI PER L'AUTOMAZIONE DI PORTE, CANCELLI E BARRIERE, LETT. C) IMPIANTI DI RISCALDAMENTO, DI CLIMATIZZAZIONE, DI CONDIZIONAMENTO DI QUALSIASI NATURA O SPECIE, COMPRESE LE OPERE DI EVACUAZIONE DEI PRODOTTI DELLA COMBUSTIONE E DELLE CONDENSE, E DI VENTILAZIONE ED AERAZIONE DEI LOCALI, LETT. D) IMPIANTI IDRICI E SANITARI DI QUALSIASI NATURA O SPECIE, LETT. E) IMPIANTI PER LA DISTRIBUZIONE E L'UTILIZZAZIONE DI GAS DI QUALSIASI TIPO, COMPRESE LE OPERE DI EVACUAZIONE DEI PRODOTTI DELLA COMBUSTIONE E VENTILAZIONE ED AERAZIONE DEI LOCALI, LETT. G) IMPIANTI DI PROTEZIONE ANTINCENDIO;43.21.01;Lavori di costruzione specializzati;VIA CIME, 20, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
00780030284;SEDE;IMPRESA INDIVIDUALE;;24/05/1978;LUCATO GIUSEPPE;35012;CAMPOSAMPIERO;10-49;049/9302345;COLTIVAZIONI MISTE DI CEREALI ED ALTRI SEMINATIVI (DALL'1.10.2004);43.22.01;Lavori di costruzione specializzati;VIA MARIO VISENTIN, 14/C, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
05296930281;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;15/06/2020;LUCATO IMPIANTI SPV S.R.L.;35012;CAMPOSAMPIERO;3-9;;INSTALLAZIONE, AMPLIAMENTO, TRASFORMAZIONE, MANUTENZIONE DEGLI IMPIANTI SOTTOSPECIFICATI, POSTI AL SERVIZIO DEGLI EDIFICI, INDIPENDENTEMENTE DALLA DESTINAZIONE D'USO, COLLOCATI ALL'INTERNO DEGLI STESSI O DELLE RELATIVE PERTINENZE D.M. 37/08: - (LETT.A): IMPIANTI DI PRODUZIONE, TRASFORMAZIONE, TRASPORTO, DISTRIBUZIONE, UTILIZZAZIONE DELL'ENERGIA ELETTRICA, IMPIANTI DI PROTEZIONE CONTRO LE SCARICHE ATMOSFERICHE, NONCHE' GLI IMPIANTI PER L'AUTOMAZIONE DI PORTE, CANCELLI E BARRIERE, - (LETT.B): IMPIANTI RADIOTELEVISIVI, LE ANTENNE E GLI IMPIANTI ELETTRONICI IN GENERE, - (LETT.C): IMPIANTI DI RISCALDAMENTO, DI CLIMATIZZAZIONE, DI CONDIZIONAMENTO E DI REFRIGERAZIONE DI QUALSIASI NATURA O SPECIE, COMPRESE LE OPERE DI EVACUAZIONE DEI PRODOTTI DELLA COMBUSTIONE E DELLE CONDENSE, E DI VENTILAZIONE ED AERAZIONE DEI LOCALI, - (LETT.D): IMPIANTI IDRICI E SANITARI DI QUALSIASI NATURA O SPECIE, - (LETT.E): IMPIANTI PER LA DISTRIBUZIONE E  L'UTILIZZAZIONE DI GAS DI QUALSIASI TIPO, COMPRESE LE OPERE DI EVACUAZIONE DEI PRODOTTI DELLA COMBUSTIONE E VENTILAZIONE ED AERAZIONE DEI LOCALI, - (LETT.G): IMPIANTI DI PROTEZIONE ANTINCENDIO;43.22.01;Lavori di costruzione specializzati;VIA BORGO RUSTEGA, 119/A, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
02160180283;SEDE;SOCIETA' IN ACCOMANDITA SEMPLICE;;29/02/1988;LUISIANA S.A.S. DI RENZO MARCATO & C.;35012;CAMPOSAMPIERO;0-2;049/9303293;LA COSTRUZINE DI FABBRICATI DI QUALSIASI GENERE E TIPO (DAL 03.02.1988);41.2;Costruzione di edifici;PIAZZA VITTORIA, 19/1, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
