Partita_IVA;Sede_o_UL;Forma_giuridica;Email;Data_iscrizione;Denominazione;Cap;Comune;Classe_addetti;Telefono;Attivita'_dichiarata;Codice_ateco_principale;Settore_livello_2;Indirizzo_corretto;URL;Keys;Has_contact_form;Available_translations;Facebook;Twitter;Linkedin;Youtube;Pinterest;Instagram
01890720285;SEDE;IMPRESA INDIVIDUALE;;13/12/1996;CAODURO ELENA DINA;35012;CAMPOSAMPIERO;0-2;049/9301720;COLTIVAZIONI MISTE DI CEREALI E ALTRI SEMINATIVI;01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA FABRIS, 18, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04810150286;SEDE;IMPRESA INDIVIDUALE;;18/11/2015;CAON CRISTINA;35012;CAMPOSAMPIERO;;;COLTIVAZIONI MISTE CEREALI;01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA SILVIO FABRIS, 64, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04732720281;SEDE;IMPRESA INDIVIDUALE;;05/08/2016;CAPPELLETTO CRISTIANO;35012;CAMPOSAMPIERO;;;COLTIVAZIONI MISTE DI CEREALI, LEGUMI DA GRANELLA E SEMI OLEOSI;01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA MOLINO NUOVO, 42, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
03778320287;SEDE;IMPRESA INDIVIDUALE;;26/02/2004;CAPPELLETTO ESTERINA;35012;CAMPOSAMPIERO;;;COLTIVAZIONI MISTE DI CEREALI ED ALTRI SEMINATIVI (DAL 10/02/2004);01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA GUIZZE S. PIETRO, 49, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
03230150280;SEDE;IMPRESA INDIVIDUALE;;29/01/1997;CARGNIN ANTONIO;35012;CAMPOSAMPIERO;0-2;049/9301630;COLTIVAZIONI MISTE DI CEREALI ED ALTRI SEMINATIVI ( DAL 01.01.1997 ) SERVIZI CONNESSI ALLA SILVICOLTURA ED ALL'UTILIZZAZIONE DI AREE FORESTALI ( DAL 01.01.1997 );01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA GUIZZE, 47, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
01633790280;SEDE;IMPRESA INDIVIDUALE;;13/12/1996;CARRARO GUERRINO;35012;CAMPOSAMPIERO;0-2;049/5792490;COLTIVAZIONI DI CEREALI;01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA ZACCO, 5, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
02673310286;SEDE;IMPRESA INDIVIDUALE;;05/07/2016;CARRARO LUCA;35012;CAMPOSAMPIERO;;;COLTIVAZIONI MISTE DI CEREALI, LEGUMI DA GRANELLA E SEMI OLEOSI;01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA MOLINO NUOVO, 32/A, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
00892200288;SEDE;IMPRESA INDIVIDUALE;;29/11/1979;CASONATO ELIO;35012;CAMPOSAMPIERO;0-2;049/5796565;ALLEVAMENTO BOVINI, COLTIVAZIONI AGRICOLE ASSOCIATE ALL'ALLEVAMENTO DI ANIMALI (DAL 01.11.1979).;01.41;Allevamento di animali e coltivazioni associate all'allevamento;VIA SOLIGO, 30, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
02232090288;SEDE;IMPRESA INDIVIDUALE;;13/12/1996;CECCON RINA;35012;CAMPOSAMPIERO;0-2;049/9301709;COLTIVAZIONI MISTE DI CEREALI E ALTRI SEMINATIVI;01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA FABRIS, 28, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
05188330285;SEDE;IMPRESA INDIVIDUALE;;25/01/2019;CHECCHIN GIULIANO;35012;CAMPOSAMPIERO;;;COLTIVAZIONI MISTE DI CEREALI, LEGUMI DA GRANELLA E SEMI OLEOSI;01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA FOSSALTA, 48, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04614180281;SEDE;IMPRESA INDIVIDUALE;;29/02/2012;CINETTO FRANCESCO;35012;CAMPOSAMPIERO;;;COLTIVAZIONE DI ORTAGGI;01.13;Coltivazione di colture agricole e riproduzione piante;VIA BONORA, 26, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04784310288;SEDE;IMPRESA INDIVIDUALE;;07/04/2015;CONCOLATO GIANCARLO;35012;CAMPOSAMPIERO;;;COLTIVAZIONI MISTE DI CEREALI, LEGUMI DA GRANELLA E SEMI OLEOSI;01.42;Allevamento di animali e coltivazioni associate all'allevamento;VIA CORSO, 85, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
01095750285;SEDE;IMPRESA INDIVIDUALE;;09/12/1996;COSTA BRUNA;35012;CAMPOSAMPIERO;0-2;049/5792255;COLTIVAZIONE DI CEREALI (DAL 01.01.1983);01.11.1;Coltivazione di colture agricole e riproduzione piante;VIA IPPOLITO NIEVO, 38, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
03703430284;SEDE;IMPRESA INDIVIDUALE;;09/04/2002;DAL BELLO MARISTELLA;35012;CAMPOSAMPIERO;0-2;;COLTIVAZIONE DI UVA;01.21;Coltivazione di colture agricole e riproduzione piante;VIA ZANELLA, 11, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
03998230282;SEDE;IMPRESA INDIVIDUALE;;14/03/2005;DALLA COSTA LORENZO;35012;CAMPOSAMPIERO;;;COLTIVAZIONI MISTE DI CEREALI ED ALTRI SEMINATIVI (DAL 11.11.2004).;01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA CORSO, 2, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
03229720283;SEDE;IMPRESA INDIVIDUALE;;07/02/1997;DALLA COSTA MIRELLA;35012;CAMPOSAMPIERO;0-2;;ALLEVAMENTO BOVINI E BUFALINI, PRODUZIONE DI LATTE CRUDO (DAL 09.01.1997);01.41;Allevamento di animali e coltivazioni associate all'allevamento;VIA PILA, 18, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
01174320281;SEDE;IMPRESA INDIVIDUALE;;10/12/1996;DENGO ADRIANO;35012;CAMPOSAMPIERO;0-2;;COLTIVAZIONIDI ORTAGGI;01.13.1;Coltivazione di colture agricole e riproduzione piante;VIA RUZANTE, 1, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
00420990285;SEDE;IMPRESA INDIVIDUALE;;10/01/1972;FASOLATO SERGIO;35012;CAMPOSAMPIERO;0-2;049/5793290;COLTIVAZIONI MISTE DI CEREALI E ALTRI SEMINATIVI;01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA P.M.KOLBE, 28, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
02506420286;SEDE;IMPRESA INDIVIDUALE;;12/05/1998;FERRO MASSIMO;35012;CAMPOSAMPIERO;0-2;049/9302671;COLTIVAZIONI FLORICOLE E PIANTE ORNAMENTALI (DAL 09.02.1996);01.19.1;Coltivazione di colture agricole e riproduzione piante;VIA CORSO, 100, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
01329390288;SEDE;IMPRESA INDIVIDUALE;;23/12/1996;FILIPPETTO VITO;35012;CAMPOSAMPIERO;0-2;;COLTIVAZIONI DI CEREALI;01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA S.MARCO, 104, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
02687850285;SEDE;IMPRESA INDIVIDUALE;;13/12/1996;FIOR ANTONIO;35012;CAMPOSAMPIERO;;;COLTIVAZIONI MISTE DI CEREALI E ALTRI SEMINATIVI;01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA CIME, 11, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
03787610280;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;18/02/2003;FMM SERVICE S.R.L.;35012;CAMPOSAMPIERO;10-49;;ESERCIZIO DI MACCHINE AGRICOLE PER CONTO TERZI;01.61;Attività di supporto all'agricoltura e alla caccia;VIA CORSO, 98, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
03787610280;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;01/08/2020;FMM SERVICE S.R.L.;35012;CAMPOSAMPIERO;10-49;;;01.61;Attività di supporto all'agricoltura e alla caccia;VIA TENTORI, 11/B, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
03710120282;SEDE;IMPRESA INDIVIDUALE;;09/04/2018;FRANCESCHIN GIANCARLO;35012;CAMPOSAMPIERO;;;COLTIVAZIONI MISTE DI CEREALI, LEGUMI DA GRANELLA E SEMI OLEOSI;01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA DEI PRATI, 16, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
05334840286;SEDE;IMPRESA INDIVIDUALE;;04/03/2021;FRANCESCHIN GIOVANNI;35012;CAMPOSAMPIERO;;;COLTIVAZIONI MISTE CEREALI, LEGUMI DA GRANELLA, SEMI OLEOSI;01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA DEI PRATI, 1/A, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04223060288;SEDE;IMPRESA INDIVIDUALE;;31/01/2008;FRANZIN NATALINA;35012;CAMPOSAMPIERO;0-2;;COLTIVAZIONI AGRICOLE ASSOCIATE ALL'ALLEVAMENTO DI ANIMALI (DAL 02/01/2008);01.5;Allevamento di animali e coltivazioni associate all'allevamento;VIA MOLINO NUOVO, 11, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
01311010282;SEDE;IMPRESA INDIVIDUALE;;25/11/1986;GALLO ILARIO;35012;CAMPOSAMPIERO;;049/9300047;COLTIVAZIONI MISTE DI CEREALI E DI ALTRI SEMINATIVI (DAL 15/10/2006);01.11.4;Coltivazione di colture agricole e riproduzione piante;;;;;;;;;;;
01671450284;SEDE;IMPRESA INDIVIDUALE;;24/11/2014;GESUATO FERNANDO;35012;CAMPOSAMPIERO;;;COLTIVAZIONI MISTE DI CEREALI, LEGUMI DA GRANELLA E SEMI OLEOSI;01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA COLOMBARETTA, 19, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
01520010289;SEDE;SOCIETA' SEMPLICE;;09/01/1998;GIACOMETTI ENRICO E SMANIA ANNA;35012;CAMPOSAMPIERO;0-2;;COLTIVAZIONE DI CEREALI ED ALTRI SEMINATIVI (DAL 30.12.80);01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA MONTEGRAPPA, 13, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
01170710287;SEDE;IMPRESA INDIVIDUALE;;23/12/1996;GIACOMETTI VITTORIO;35012;CAMPOSAMPIERO;;049/5793284;ALLEVAMENTO DI BOVINI E PRODUZIONE DI LATTE;01.41;Allevamento di animali e coltivazioni associate all'allevamento;VIA PILA, 40, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
03670320286;SEDE;IMPRESA INDIVIDUALE;;12/10/2001;GOBBIN ROSA BIANCA;35012;CAMPOSAMPIERO;0-2;;COLTIVAZIONI MISTE DI CEREALI ED ALTRI SEMINATIVI, DI TABACCO E BARBABIETOLA DA ZUCCHERO (DAL 21/09/2001);01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA PUOTTI, 1, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
05290220283;SEDE;IMPRESA INDIVIDUALE;;17/02/2021;GONZO CARLO;35012;CAMPOSAMPIERO;;;COLTIVAZIONI MISTE DI CEREALI, LEGUMI DA GRANELLA E SEMI OLEOSI;01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA SILVIO FABRIS, 50, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04132690282;SEDE;IMPRESA INDIVIDUALE;;05/02/2007;GONZO PAOLO;35012;CAMPOSAMPIERO;;;COLTIVAZIONI MISTE DI CEREALI ED ALTRI SEMINATIVI (DAL 2.1.2007).;01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA FABRIS, 54, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
01686810282;SEDE;IMPRESA INDIVIDUALE;;23/12/1996;GOTTARDELLO EMILIO;35012;CAMPOSAMPIERO;0-2;;COLTIVAZIONI CEREALICOLE;01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA PILA, 21/1, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
01509260285;SEDE;IMPRESA INDIVIDUALE;;23/12/1996;GOTTARDELLO ODINO;35012;CAMPOSAMPIERO;;;ALLEVAMENTO DI BOVINI E PRODUZIONE DI LATTE;01.41;Allevamento di animali e coltivazioni associate all'allevamento;VIA S.MARCO, 61, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
01070720287;SEDE;IMPRESA INDIVIDUALE;;23/12/1996;GOTTARDELLO VITTORINO;35012;CAMPOSAMPIERO;;049/5292844;COLTIVAZIONI AGRICOLE ASSOCIATE;01.5;Allevamento di animali e coltivazioni associate all'allevamento;;;;;;;;;;;
02641290289;SEDE;IMPRESA INDIVIDUALE;;13/12/1995;LA FUNGAIA DI PROSDOCIMI GIAMPAOLO;35012;CAMPOSAMPIERO;10-49;049/5796581;VENDITA AL DETTAGLIO DEI PRODOTTI AGRICOLI DI PROPRIA PRODUZIONE (DAL 01/01/2000).;01.13;Coltivazione di colture agricole e riproduzione piante;VIA FOSSALTA, 25, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
00733550958;UL;IMPRESA INDIVIDUALE;;15/06/2021;LOTTA SIMONE;35012;CAMPOSAMPIERO;;;ALLEVAMENTO DI CAVALLI E ALTRI EQUINI (DAL 15/06/2021);01.43;Allevamento di animali e coltivazioni associate all'allevamento;VIA VISENTIN, 79, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
00106250285;SEDE;IMPRESA INDIVIDUALE;;23/12/1996;MARCATO CLAUDIO;35012;CAMPOSAMPIERO;;;COLTIVAZIONI DI CEREALI;01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA M.VISENTIN, 39, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
02657190282;SEDE;IMPRESA INDIVIDUALE;;24/02/2022;MARCATO LORIS;35012;CAMPOSAMPIERO;;;COLTIVAZIONI MISTE DI CEREALI, LEGUMI DA GRANELLA E SEMI OLEOSI;01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA MARIO VISENTIN, 35, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
03886010283;SEDE;IMPRESA INDIVIDUALE;;11/02/2004;MARCONATO MARIALUISA;35010;SAN GIORGIO DELLE PERTICHE;3-9;;COLTIVAZIONE DI FUNGHI (DAL 28/01/2004);01.13;Coltivazione di colture agricole e riproduzione piante;VIA CAVINATI, 1, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
03886010283;UL;IMPRESA INDIVIDUALE;;12/10/2020;MARCONATO MARIALUISA;35012;CAMPOSAMPIERO;3-9;;COLTIVAZIONI DI FUNGHI (DAL 12/10/2020);01.13;Coltivazione di colture agricole e riproduzione piante;VIA PUCCINI, 21, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04809080288;SEDE;IMPRESA INDIVIDUALE;;18/04/2014;MARCONATO NICODEMO;35012;CAMPOSAMPIERO;;;ALLEVAMENTO DI BOVINI E BUFALINI DA CARNE;01.42;Allevamento di animali e coltivazioni associate all'allevamento;VIA MUSON, 1/A, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
02230540284;SEDE;IMPRESA INDIVIDUALE;;13/12/1996;MARCONATO PAOLO;35012;CAMPOSAMPIERO;0-2;;ALLEVAMENTO DI BOVINI BUFALINI PRODUZIONE LATTE CRUDO ALLEVAMENTO DI CONIGLI;01.41;Allevamento di animali e coltivazioni associate all'allevamento;VIA SOLIGO, 66, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
02577570241;SEDE;IMPRESA INDIVIDUALE;;30/12/1996;MARCONATO WALTER;35012;CAMPOSAMPIERO;0-2;0335/244914;COLTIVAZIONI MISTE DI CEREALI E ALTRI SEMINATIVI;01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA STRAELLE, 142, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
05219720280;SEDE;IMPRESA INDIVIDUALE;;05/06/2019;MARTELLOZZO ERMANNO;35010;SANTA GIUSTINA IN COLLE;;;COLTIVAZIONE MISTA DI CEREALI E ALTRI SEMINATIVI;01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA RIO ORCONE, 12, 35010 SANTA GIUSTINA IN COLLE PD;;;;;;;;;;
05219720280;UL;IMPRESA INDIVIDUALE;;30/11/2021;MARTELLOZZO ERMANNO;35012;CAMPOSAMPIERO;;;ALLEVAMENTO DI CONIGLI (DAL 30/11/2021);01.49.1;Allevamento di animali e coltivazioni associate all'allevamento;VIA GORNARINA, 16, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
01152400287;SEDE;IMPRESA INDIVIDUALE;;13/12/1996;MARTELLOZZO GIANCARLO;35012;CAMPOSAMPIERO;0-2;;COLTIVAZIONI MISTE DI CEREALI E ALTRI SEMINATIVI;01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA CORSO, 62, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
01994720280;SEDE;IMPRESA INDIVIDUALE;;13/12/1996;MARTELLOZZO LUCIANO;35012;CAMPOSAMPIERO;0-2;049/5793144;ALLEVAMENTO DI BOVINI BUFALINI  PRODUZIONE LATTE CRUDO;01.41;Allevamento di animali e coltivazioni associate all'allevamento;VIA CORSO, 70, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
01187790280;SEDE;IMPRESA INDIVIDUALE;;03/12/1996;MARZARO MARIA;35012;CAMPOSAMPIERO;0-2;049/5790287;COLTIVAZIONI MISTE DI CEREALI E ALTRI SEMINATIVI (DAL 01.01.1963);01.11.4;Coltivazione di colture agricole e riproduzione piante;PIAZZA VITTORIA, 12, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
05286630289;SEDE;IMPRESA INDIVIDUALE;;03/04/2020;MAZZOCCA ARDUINO;35012;CAMPOSAMPIERO;;049/5793573;COLTIVAZIONI MISTE DI CEREALI E ALTRI SEMINATIVI,LEGUMI DA GRANELLA E SEMI OLEOSI;01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA MONTEGRAPPA, 66, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
01600500282;SEDE;IMPRESA INDIVIDUALE;;13/12/1996;MAZZON FRANCESCO;35012;CAMPOSAMPIERO;0-2;;ALLEVAMENTO DI BOVINI E BUFALINI - PRODUZIONE LATTE CRUDO;01.41;Allevamento di animali e coltivazioni associate all'allevamento;VIA CORSO, 112, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
05132480285;SEDE;IMPRESA INDIVIDUALE;;10/04/2018;MAZZONETTO FEDERICO;35012;CAMPOSAMPIERO;;;COLTIVAZIONE DI CEREALI (ESCLUSO IL RISO);01.11.1;Coltivazione di colture agricole e riproduzione piante;VIA STRAELLE SAN PIETRO, 149, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
03227450289;SEDE;IMPRESA INDIVIDUALE;SUSINI@VIRGILIO.IT;09/09/2019;MAZZONETTO LUCIANO;35012;CAMPOSAMPIERO;;;COLTIVAZIONE DI ORTAGGI (INCLUSI I MELONI) IN FOGLIA, A FUSTO, A FRUTTO, IN RADICI, BULBI E TUBERI IN PIENA ARIA (ESCLUSE BARBABIETOLA DA ZUCCHERO E PATATE);01.13.1;Coltivazione di colture agricole e riproduzione piante;VIA STRAELLE, 149, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
03532250283;SEDE;IMPRESA INDIVIDUALE;;04/02/2022;MICHIELETTO LINA;35012;CAMPOSAMPIERO;;;COLTIVAZIONE DI CEREALI ESCLUSO IL RISO;01.11.1;Coltivazione di colture agricole e riproduzione piante;VIA L. MORETTO, 5, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
00923300289;SEDE;IMPRESA INDIVIDUALE;;20/09/1985;MISTRO BERTILLA;35012;CAMPOSAMPIERO;;049/5791997;ATTIVITA': VIVAIO PIANTE ORNAMENTALI, PIANTE ORTICOLE E DA FIORE (DAL 6.5.1980), COMMERCIO AL MINUTO DI FIORI E PIANTE (DAL 01.02.1991);01.19.1;Coltivazione di colture agricole e riproduzione piante;BORGO RUSTEGA, 1, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
00216340281;SEDE;SOCIETA' IN NOME COLLETTIVO;;02/07/1993;MPM S.N.C. DI CARGNIN ANTONIO E ALDO;35012;CAMPOSAMPIERO;3-9;049/5790776;ATTIVITA': ESERCIZIO DI MACCHINE AGRICOLE CONTO TERZI, L'ATTIVITA' DI LA VORI DI MIETITREBBIATURA, ARATURA, FRESATURA, MACINAZIONE CEPPI, MESSA DI MORA DI PIANTE E MOVIMENTO TERRA (DAL 19.5.1993).;01.61;Attività di supporto all'agricoltura e alla caccia;VIA MOLINO NUOVO, 33, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
03393620285;SEDE;IMPRESA INDIVIDUALE;;29/01/1999;MURARO PAOLO;35012;CAMPOSAMPIERO;0-2;049/5790733;COLTIVAZIONI MISTE DI CEREALI E ALTRI SEMINATIVI (DAL 01.01.1999);01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA CORSO, 50, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
03877930283;SEDE;IMPRESA INDIVIDUALE;;22/01/2004;NOVELLO DANIELA;35012;CAMPOSAMPIERO;;;COLTIVAZIONI MISTE DI CEREALI;01.11.1;Coltivazione di colture agricole e riproduzione piante;VIA MARIO VISENTIN, 77, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
03766210284;SEDE;IMPRESA INDIVIDUALE;;28/10/2002;OASI VERDE DI BUSOLIN PAOLO;35012;CAMPOSAMPIERO;0-2;049/9303025;COLTIVAZIONE DI FIORI PIANTE E DI PRODOTTI DI VIVAIO;01.3;Coltivazione di colture agricole e riproduzione piante;VIA STRAELLE SAN PIETRO, 30, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04850960289;SEDE;IMPRESA INDIVIDUALE;;02/04/2019;ONYECHEKWE ALARIBE LILIAN NKECHI;35012;CAMPOSAMPIERO;;;COLTIVAZIONE DI ORTAGGI (INCLUSI I MELONI) IN FOGLIA, A FUSTO, A FRUTTO, IN RADICI, BULBI E TUBERI IN PIENA ARIA (ESCLUSE BARBABIETOLA DA ZUCCHERO E PATATE);01.13.1;Coltivazione di colture agricole e riproduzione piante;VIA STRAELLE SAN PIETRO, 5, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
05226950284;SEDE;IMPRESA INDIVIDUALE;;26/06/2019;PALLARO ENRICO;35012;CAMPOSAMPIERO;;;COLTIVAZIONI MISTE DI CEREALI, LEGUMI DA GRANELLA E SEMI OLEOSI;01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA STRAELLE SAN PIETRO, 90, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
02270200286;SEDE;IMPRESA INDIVIDUALE;;23/12/1996;PALLARO RENZO;35012;CAMPOSAMPIERO;0-2;;ALLEVAMENTO DI BOVINI E BUFALINI, PRODUZIONE LATTE CRUDO;01.41;Allevamento di animali e coltivazioni associate all'allevamento;VIA STRAELLE, 35, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
02370100287;SEDE;IMPRESA INDIVIDUALE;;13/12/1996;PERON DANILO;35012;CAMPOSAMPIERO;0-2;049/5791466;COLTIVAZIONI MISTE DI CEREALI E ALTRI SEMIANTIVI;01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA CORSO, 37, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04655620286;SEDE;IMPRESA INDIVIDUALE;;28/05/2012;PESCE GIACOMO;35012;CAMPOSAMPIERO;;;ALLEVAMENTO BOVINI DA CARNE;01.42;Allevamento di animali e coltivazioni associate all'allevamento;;;;;;;;;;;
03685490280;SEDE;IMPRESA INDIVIDUALE;;14/03/2002;PIEROBON ARIELLA;35012;CAMPOSAMPIERO;;;COLTIVAZIONI FLORICOLE E DI PIANTE ORNAMENTALI (DAL 1.1.2002).;01.19.1;Coltivazione di colture agricole e riproduzione piante;VIA PILA, 29, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
05459510284;SEDE;IMPRESA INDIVIDUALE;GIANFRANCOPIEROBON61@GMAIL.COM;27/04/2022;PIEROBON GIANFRANCO;35012;CAMPOSAMPIERO;;;COLTIVAZIONE DI CEREALI (ESCLUSO IL RISO);01.11.1;Coltivazione di colture agricole e riproduzione piante;VIA PILA, 48/1, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
01991940287;SEDE;IMPRESA INDIVIDUALE;;23/12/1996;PIVATO RITA;35012;CAMPOSAMPIERO;;;ALLEVAMENTO DI BOVINI E PRODUZIONE DI LATTE;01.5;Allevamento di animali e coltivazioni associate all'allevamento;VIA M.VISENTIN, 13, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04009540289;SEDE;IMPRESA INDIVIDUALE;;13/04/2015;POZZOBON NICOLA;35012;CAMPOSAMPIERO;;;COLTIVAZIONI MISTE DI CEREALI, LEGUMI DA GRANELLA E SEMI OLEOSI;01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA PITOCHE, 8/B, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
02257500286;SEDE;IMPRESA INDIVIDUALE;;14/03/2006;RETTORE ANTONIO;35012;CAMPOSAMPIERO;0-2;;COLTIVAZIONI DI TABACCO;01.15;Coltivazione di colture agricole e riproduzione piante;VIA PUCCINI, 10/26, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
01441860283;SEDE;IMPRESA INDIVIDUALE;;02/09/1993;RIZZOLO ALBERTO;35012;CAMPOSAMPIERO;3-9;049/5791726;ATTIVITA': ESERCIZIO MACCHINE AGRICOLE PER CONTO TERZI (DAL 01.04.1993). ARATURA ED ERPICATURA DEL TERRENO, SEMINA, RACCOLTA DEI PRODOTTI AGRICOLI E TRASPORTO DEGLI STESSI (DAL 09/5/2000).;01.61;Attività di supporto all'agricoltura e alla caccia;VIA CORSO, 102, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
05411290280;SEDE;IMPRESA INDIVIDUALE;;09/03/2022;ROSATO ASSUNTA;35012;CAMPOSAMPIERO;;;COLTIVAZIONE DI CEREALI E ALTRI SEMINATIVI;01.11.1;Coltivazione di colture agricole e riproduzione piante;VIA BORGO RUSTEGA, 4, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
02318440282;SEDE;IMPRESA INDIVIDUALE;;13/12/1996;ROSSI GIAN BATTISTA;35012;CAMPOSAMPIERO;0-2;;COLTIVAZIONI MISTE DI CEREALI, LEGUMI DA GRANELLA E SEMI OLEOSI,(DAL 23/03/2020);01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA COLOMBARETTA, 11, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
02391330285;SEDE;IMPRESA INDIVIDUALE;;13/12/1996;RUBINATO PIETRO;35012;CAMPOSAMPIERO;0-2;;COLTIVAZIONE DI TABACCO;01.15;Coltivazione di colture agricole e riproduzione piante;VIA STRAELLE, 82, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
03720520281;SEDE;IMPRESA INDIVIDUALE;;03/05/2002;SANDRIN GIUSEPPINA;35012;CAMPOSAMPIERO;;;ALLEVAMENTO DI BOVINI PER LA PRODUZIONE DI LATTE (DAL 24/03/2002);01.41;Allevamento di animali e coltivazioni associate all'allevamento;VIA STRAELLE S. PIETRO, 33/A, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
